AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.825638282609 (0.00712375152914),0.934073333333 (0.00117707735987),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.440879164427 (0.0112857541249),0.33092322245 (0.0198270165938),0.223451507932 (0.00652000786831),0.194412985498 (0.0086891741103),0.115547872104 (0.00272006424245),0.0802250279263 (0.00340440534567),0.0727265301616 (0.00189518407144),0.343615636716 (0.0157221844929),0.51314391454 (0.00923570064224),0.699849069143 (0.0108001066922),0.750164160736 (0.0115265472338),0.889516186054 (0.0106945577917),0.948956531886 (0.00925108705943),0.959938037553 (0.0062618553192),0.385981035704 (0.0108913314686),0.402043379462 (0.0159034755997),0.338672689951 (0.00741535094914),0.308646838077 (0.0105226509352),0.204513223607 (0.00427944517889),0.147917376231 (0.00572074682735),0.135201603997 (0.00324807211076),0.0049654006958 (0.000709086028258),0.469881343842 (0.0686861321648)
0.830178842891 (0.00674169528371),0.934573333333 (0.00116798021292),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=20, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.443963600518 (0.0102002327884),0.342435619723 (0.0120877551147),0.219401659528 (0.00915863799965),0.196304676996 (0.00620120796092),0.117289266541 (0.00270696321597),0.0819160798073 (0.0026453931796),0.072660565751 (0.0031743945194),0.340266308069 (0.00811178414599),0.517019788569 (0.0117862782776),0.699181445499 (0.0185338442295),0.747312346846 (0.00892094760187),0.897942474566 (0.00786269418338),0.952336592705 (0.00824917034286),0.965254020734 (0.00515920106811),0.385156522316 (0.00653596497408),0.411933295972 (0.0116727436962),0.333762587866 (0.00940380056218),0.310855811831 (0.00747215799302),0.207469166453 (0.00434005849593),0.150842809232 (0.00446734972647),0.135131033421 (0.00548704893436),0.00686812400818 (0.00340285025615),0.445408201218 (0.0309876529501)
0.822548748082 (0.00645696280918),0.934666666667 (0.00156815532111),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.447050447533 (0.0187392270107),0.34015828306 (0.010602933348),0.222225330181 (0.00675269271178),0.195075715569 (0.00662788604373),0.11629397362 (0.00275813647915),0.0811092601624 (0.00276727352561),0.0723903740586 (0.00148698349589),0.345326765453 (0.00817561011631),0.516725944827 (0.00904253586528),0.691370649814 (0.0057150924995),0.742286603183 (0.009315969836),0.885847506894 (0.00982051514694),0.942249936583 (0.00779752575156),0.953774535467 (0.00597688805461),0.389521339071 (0.0104783103352),0.410191773324 (0.00972785203549),0.336291767491 (0.00796731384295),0.308882946389 (0.00823089102026),0.205577823529 (0.0041947477819),0.149344716853 (0.00464155880925),0.134563037198 (0.00256522038991),0.0052216053009 (0.000962355736753),0.4521900177 (0.0255089635952)
0.619401701866 (0.00480263567082),0.93316 (0.00160518603975),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=1000, p=2,
           weights='uniform')",0.129477251371 (0.007041194244),0.116342426475 (0.00322146200418),0.10767561947 (0.00258979888768),0.104979765895 (0.00268653380496),0.0878034182686 (0.00190000392058),0.0757177584451 (0.00181568078135),0.0723046265055 (0.00176588975977),0.10214166732 (0.00370744246436),0.181071070846 (0.00479531309918),0.333603724125 (0.00824052851528),0.397419457552 (0.00655391267346),0.668381031411 (0.0112893707335),0.863009302217 (0.00763582277025),0.928687480665 (0.00595087528072),0.114159639741 (0.00471355329698),0.14165677484 (0.00374042540186),0.162779228025 (0.00341990248287),0.166070817059 (0.00362587291623),0.155204549842 (0.0029856443617),0.139217665544 (0.00315331890044),0.134158255111 (0.00304620010724),11.8050640106 (0.459318098124),0.789098787308 (0.0183409160852)
0.619401744024 (0.00480326496984),0.93316 (0.00160518603975),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=1000, p=2,
           weights='uniform')",0.129477251371 (0.007041194244),0.116350109673 (0.00323325151937),0.107668843355 (0.00259168924648),0.104979765895 (0.00268653380496),0.0877915241506 (0.00190549968199),0.0757258660086 (0.00182378899381),0.0723040771629 (0.00176650269312),0.10214166732 (0.00370744246436),0.181071070846 (0.00479531309918),0.333603724125 (0.00824052851528),0.397419457552 (0.00655391267346),0.668277991741 (0.0111127230781),0.863107149576 (0.00763838635809),0.928687480665 (0.00595087528072),0.114159639741 (0.00471355329698),0.141662391807 (0.00374794652415),0.162771395944 (0.00342041172766),0.166070817059 (0.00362587291623),0.155183205791 (0.0029918385953),0.139232647288 (0.00316790005171),0.134157306969 (0.00304728384301),11.9175450325 (0.198405981534),0.739014387131 (0.0190776695397)
0.84878859944 (0.00403751878583),0.93478 (0.00118050836507),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=10, random_state=None)",0.459386480632 (0.0137735297277),0.342943442388 (0.0116086885011),0.211763594794 (0.0189577224351),0.194471472575 (0.00742664720469),0.113011658629 (0.00466116136293),0.0833740637901 (0.00274804789109),0.0722201496037 (0.00338624355995),0.350583869312 (0.00524452699868),0.521376503691 (0.0134406352966),0.72442086189 (0.00929034416751),0.751034326156 (0.016066674456),0.933936279993 (0.00511673069108),0.97722780693 (0.00591331095662),0.995638109683 (0.0036984137684),0.39762461966 (0.00779120472335),0.413674023321 (0.0116887535538),0.327154730629 (0.0218158902441),0.308820221958 (0.0090501993397),0.201586431758 (0.00730245350593),0.153624193634 (0.00461186499148),0.134650116914 (0.00585444787027),0.0538588047028 (0.00751592194544),1.76431217194 (0.034874547182)
0.832281884995 (0.00389146084293),0.93388 (0.00103507380306),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.438756322676 (0.00867026870077),0.336374096759 (0.0118073179164),0.222944691217 (0.00678361088513),0.191499557707 (0.00408965767456),0.116871306132 (0.00291120514284),0.0839257708252 (0.00228726086165),0.0722025338922 (0.0045331217331),0.346822865301 (0.0154003173457),0.512034985084 (0.00481713727139),0.697691593236 (0.0207417745675),0.756433375724 (0.00955669999895),0.896306154881 (0.00862247242041),0.955618451236 (0.00520391743681),0.972331470392 (0.0040276442372),0.387277925468 (0.0117708079451),0.405880493106 (0.00862151129517),0.337704754664 (0.00595623536925),0.305572908405 (0.00449695921326),0.206759552877 (0.00443290463858),0.154292587923 (0.00388733799686),0.13438592378 (0.00785576332395),0.00468330383301 (0.00107406009595),0.3324198246 (0.0144007491452)
0.840829899796 (0.00517371056002),0.934733333333 (0.00117208266678),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.439418894139 (0.0115972144985),0.336892162882 (0.00895647984382),0.226080719347 (0.00797251301099),0.193444986054 (0.00872049142304),0.114739653495 (0.00334969169267),0.0786531636797 (0.0077662000382),0.072066235815 (0.00472458685108),0.33957901233 (0.0101718406636),0.511114088908 (0.0125676856888),0.703161574154 (0.011832280561),0.769146155212 (0.0138195872657),0.914506647269 (0.0121630335325),0.973602210445 (0.0108800928065),0.985098307111 (0.00594073715113),0.383024750632 (0.00946165596919),0.405977235412 (0.00767325644189),0.342029981234 (0.00878521648156),0.308977214799 (0.0107142299851),0.203870401312 (0.00516834482538),0.145430379957 (0.0133070183883),0.134263779128 (0.0081733843972),0.00449895858765 (0.000547780100582),0.341215610504 (0.0266313313059)
0.500341077061 (0.00166622342607),0.41512 (0.424466736611),"SVC(C=0.1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='poly',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0558208420307 (0.0116048941127),0.0577058116856 (0.0162121554356),0.0706111956639 (0.0176580624679),0.0732594685517 (0.0185494974982),0.0740217318845 (0.0146469873669),0.0699791120395 (0.00519141307881),0.0698717697345 (0.00227542102783),0.0416851926189 (0.00830414721355),0.0861249814071 (0.0232259575126),0.210390081935 (0.04957498108),0.272881326653 (0.0654906188408),0.552160385755 (0.102602171791),0.784588301014 (0.0455568781138),0.88849126586 (0.0145076874765),0.0477224376343 (0.00967564292478),0.0691004915654 (0.0191006595374),0.105725585371 (0.0260511903704),0.11549910397 (0.0289150800933),0.130535782567 (0.025632707905),0.128491790655 (0.00934391839452),0.129550143842 (0.00402198550045),0.11647400856 (0.0260024244715),16.3746916294 (2.94676339962)
0.500147256314 (0.00138218249776),0.415133333333 (0.424455859765),"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='poly',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0562205755417 (0.0116601347257),0.0577867320051 (0.0161575265419),0.0691140361794 (0.016650299808),0.0718463236377 (0.01751216808),0.0732484501033 (0.0139755819275),0.0699524465579 (0.00516045774767),0.0697698129485 (0.0021302199621),0.0419757495196 (0.00830618155388),0.0862208386495 (0.0231126223287),0.206031728424 (0.0470165162364),0.267748154741 (0.0621686721415),0.546542952341 (0.0983629325616),0.784297744113 (0.0452792185696),0.887232185957 (0.013321711087),0.0480589491318 (0.0096972878324),0.0691892625068 (0.0190248456663),0.103496879663 (0.0245972232709),0.113282921657 (0.0273272513332),0.129176354465 (0.024469295403),0.128442942653 (0.00928776672894),0.129361505665 (0.00375370383993),0.113653612137 (0.0330759214253),16.4012578011 (2.91957887544)
0.526488172519 (0.0364211387899),0.485186666667 (0.385214960826),"SVC(C=0.1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='linear',
  max_iter=2000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0831445702865 (0.0265333939112),0.081839386871 (0.0253289251247),0.0805865689052 (0.022798880341),0.0796693774163 (0.0210877401617),0.0766215585628 (0.0161243556143),0.0715257099684 (0.00898545400017),0.0694953139093 (0.00546299112832),0.0624235149587 (0.0205250087084),0.122870618542 (0.039021928794),0.241922858696 (0.070637472554),0.298823603811 (0.0814854360567),0.574296272602 (0.124917980895),0.80315048211 (0.10286447548),0.884230377865 (0.0713333441936),0.0712986266611 (0.0231311965762),0.0982276938406 (0.0306904998237),0.12088546723 (0.0344445869814),0.125785752295 (0.0334760309239),0.135195465765 (0.0285392650388),0.131347524635 (0.0164998997878),0.128857563692 (0.0101129184409),0.101510429382 (0.0258308164257),43.3760894299 (2.92925948888)
0.529447733824 (0.00366166550566),0.93152 (0.00154741361274),"SVC(C=0.1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='rbf',
  max_iter=2000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.121119253831 (0.00535304714899),0.0764663093536 (0.0139340717924),0.0689879390833 (0.0012580086966),0.0689879390833 (0.0012580086966),0.0689879390833 (0.0012580086966),0.0689879390833 (0.0012580086966),0.0679424336301 (0.00142808431721),0.0906952295815 (0.00419591984019),0.686407202279 (0.262643900818),0.81881317858 (0.00641565592302),0.81881317858 (0.00641565592302),0.81881317858 (0.00641565592302),0.81881317858 (0.00641565592302),0.864121034737 (0.00401684822614),0.10370746014 (0.00453804357773),0.127831248715 (0.00127203974126),0.127248585857 (0.00208087542457),0.127248585857 (0.00208087542457),0.127248585857 (0.00208087542457),0.127248585857 (0.00208087542457),0.125974675704 (0.00243135921729),2.84305181503 (0.514195008997),257.062856913 (41.6789005253)
0.500537593535 (0.00389652548803),0.590153333333 (0.418799075983),"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='linear',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.106728847435 (0.0176738675997),0.107564145285 (0.0220273776182),0.0970838193634 (0.0190244699682),0.0929742700973 (0.0181229936345),0.0788880741284 (0.0123687150673),0.0701302164348 (0.00583825885239),0.0678953766519 (0.0031815799491),0.0800586513312 (0.0138416432247),0.16121545036 (0.0331840488393),0.290951227881 (0.0572246916491),0.348384168359 (0.0686246247146),0.591030053441 (0.0947355499007),0.787589741186 (0.068962157237),0.863978437872 (0.0451654772203),0.0914775266297 (0.0155031571779),0.129018925919 (0.0264465390391),0.145573735111 (0.0285240083847),0.146764606069 (0.0286450122428),0.139188794048 (0.021858224878),0.1287867548 (0.0107365534426),0.125892311169 (0.00590158942279),0.100789785385 (0.0259885181431),24.8701450348 (1.94525787287)
0.525354399988 (0.00475911318725),0.930273333333 (0.00298711306188),"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='rbf',
  max_iter=2000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.114057295137 (0.0122149677669),0.0988337220926 (0.00858808861575),0.068350507815 (0.00228651513165),0.068350507815 (0.00228651513165),0.068350507815 (0.00228651513165),0.068350507815 (0.00228651513165),0.0678483196737 (0.00199544152745),0.0853515879983 (0.0088126788531),0.147913672179 (0.0126075136097),0.79312886408 (0.00666893292371),0.79312886408 (0.00666893292371),0.79312886408 (0.00666893292371),0.79312886408 (0.00666893292371),0.862756101982 (0.0064192939723),0.0976245140114 (0.0101770545122),0.11847583472 (0.0101151650688),0.125845109299 (0.0038953766404),0.125845109299 (0.0038953766404),0.125845109299 (0.0038953766404),0.125845109299 (0.0038953766404),0.1257983929 (0.00348477466346),2.79318175316 (0.484113090155),257.069150305 (41.7469788516)
0.513949250882 (0.00611019716778),0.932553333333 (0.0016688785323),"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='rbf',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0976877106804 (0.015134164917),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.239472476506 (0.320827047931),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.097449530389 (0.0146086618048),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),1.63796238899 (0.0580341118128),143.675704813 (1.06086714351)
0.50086361324 (0.00168470180501),0.24102 (0.346826516095),"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='poly',
  max_iter=2000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0599308282155 (0.0101172934348),0.0553472350494 (0.0108646108501),0.0648523264201 (0.00915878010326),0.0672869870789 (0.0113146123582),0.0695703010625 (0.0140071945186),0.0673076489172 (0.00741914985886),0.0672888041469 (0.00470160655786),0.168419822458 (0.253284314126),0.194976982459 (0.239983056787),0.283422138148 (0.196746745067),0.329521034655 (0.17657499564),0.540971187415 (0.118780833181),0.771976581544 (0.0872138644938),0.866306122035 (0.0567588972126),0.0657004371548 (0.0361460739122),0.0755024810897 (0.0310359168326),0.101772805263 (0.0206135544587),0.109520681755 (0.0213032778028),0.123219603839 (0.0248639517112),0.123799402155 (0.0135673121212),0.124869190032 (0.00861946195777),0.119700241089 (0.0410921374372),25.8926386833 (3.36255528884)
0.500105389779 (0.000280031683978),0.241006666667 (0.346833134006),"SVC(C=0.1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='poly',
  max_iter=2000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.057527274176 (0.00870581114003),0.0580426333572 (0.0158086700519),0.0659530809066 (0.0144747199112),0.0672252594461 (0.0156650551505),0.0669022065196 (0.0148494705594),0.0660770632416 (0.00671227841125),0.0671424650014 (0.00436595613768),0.0430753669177 (0.00636971202857),0.0867583740614 (0.022976972909),0.197365129451 (0.0425529373462),0.251542537307 (0.0580118898027),0.500657299086 (0.111528101392),0.741283450589 (0.07237769419),0.85361725244 (0.0482567003056),0.0492571728866 (0.00734250795348),0.0695450352381 (0.0187266513577),0.0988583940722 (0.0215881593539),0.106087451665 (0.0246560266695),0.118025676011 (0.0261978781762),0.121333197488 (0.0122657833218),0.124488052579 (0.00798887604845),0.119359588623 (0.0332894382192),26.1978382587 (3.74628854641)
0.836700199408 (0.0034812099087),0.934866666667 (0.00104668789787),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=10, random_state=None)",0.43215510458 (0.0182944514978),0.334853234488 (0.0151150111929),0.196429651529 (0.00893993947685),0.185551369947 (0.00708315176651),0.0893635203366 (0.00437472124137),0.0704573287328 (0.0065936845452),0.0668457111921 (0.00160183871482),0.337574586938 (0.00465680406042),0.526183592348 (0.0118677212316),0.732918393172 (0.00798905431736),0.744298870136 (0.0123213711366),0.96021027986 (0.00498393660609),0.993360572012 (0.0132788559755),1.0 (0.0),0.378843265761 (0.00691835681037),0.408880534997 (0.00930267294242),0.309706917862 (0.0111076092836),0.296935200332 (0.00854738748962),0.163473735925 (0.00726853643845),0.131488282614 (0.0112576248931),0.125310446436 (0.00281553831745),0.0287425994873 (0.00211722050284),1.60232224464 (0.0400989802505)
0.5 (0.0),0.06684 (0.00160518603975),"SVC(C=0.1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='sigmoid',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),1.54120960236 (0.0322002207183),143.736479378 (0.953587845265)
0.503169856948 (0.00203591414116),0.93304 (0.00150663716785),"SGDClassifier(alpha=0.0001, average=False, class_weight=None, epsilon=0.1,
       eta0=0.0, fit_intercept=True, l1_ratio=0.15,
       learning_rate='optimal', loss='modified_huber', n_iter=5, n_jobs=7,
       penalty='elasticnet', power_t=0.5, random_state=None, shuffle=True,
       verbose=0, warm_start=False)",0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00121459960937 (0.000110912938006),0.109846162796 (0.00258616086204)
0.503506641757 (0.00202173654603),0.93266 (0.00218910433232),"SGDClassifier(alpha=0.0001, average=False, class_weight=None, epsilon=0.1,
       eta0=0.0, fit_intercept=True, l1_ratio=0.15,
       learning_rate='optimal', loss='modified_huber', n_iter=5, n_jobs=7,
       penalty='l2', power_t=0.5, random_state=None, shuffle=True,
       verbose=0, warm_start=False)",0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00116782188416 (0.000113671557834),0.0824518203735 (0.000177552990722)
0.506047025488 (0.00175301875843),0.926673333333 (0.00710221874565),"SGDClassifier(alpha=0.0001, average=False, class_weight=None, epsilon=0.1,
       eta0=0.0, fit_intercept=True, l1_ratio=0.15,
       learning_rate='optimal', loss='modified_huber', n_iter=5, n_jobs=7,
       penalty='l1', power_t=0.5, random_state=None, shuffle=True,
       verbose=0, warm_start=False)",0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00130000114441 (0.000226681514198),0.160067081451 (0.123399638771)
