AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.841651120887 (0.0050777195719),0.936426666667 (0.00164538411591),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.475016655563 (0.0160170756565),0.356281239587 (0.0109576936626),0.233594400933 (0.00575365273509),0.200879882682 (0.005776364825),0.118872075195 (0.00315429971228),0.0861561708369 (0.00211063832358),0.0774630353293 (0.00177584910246),0.355532997795 (0.00635796088815),0.533166615832 (0.00753010422979),0.699109738695 (0.00719396990983),0.75139873624 (0.00826333625149),0.889260412341 (0.0069933621288),0.966784985565 (0.00431629864244),0.985169216039 (0.00311147135595),0.40662297667 (0.0093736025672),0.4270759029 (0.00963023350527),0.350144024779 (0.00676290240872),0.316979510784 (0.00765478688479),0.209698370511 (0.00499893663729),0.158206148143 (0.00357184756447),0.143626771174 (0.00304432627072),0.122273445129 (0.000389596210173),1.33400874138 (0.0516911957783)
0.839590440463 (0.00453237008614),0.936273333333 (0.00131949485284),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.471152564957 (0.0155068210803),0.355414861713 (0.0101260098592),0.233361106482 (0.00605300727966),0.200474441318 (0.00590978739705),0.11847210186 (0.00276319536037),0.0859776148919 (0.00221352119076),0.0774087290694 (0.00181574634764),0.352636741717 (0.00553008215928),0.531893194473 (0.00646652097314),0.698364961937 (0.00438970461938),0.749868481566 (0.00652589584112),0.88631882315 (0.00376980303344),0.964760182555 (0.00447998391704),0.984461043145 (0.00371092129656),0.403312447262 (0.00869851718821),0.426044788031 (0.00859934047433),0.349788542118 (0.0070531412644),0.316338609664 (0.00779491992172),0.208994215609 (0.00429456160381),0.157877995079 (0.00376110572211),0.143525895297 (0.00311949469505),0.122231960297 (0.00102745036474),1.46828632355 (0.0144784156059)
0.841420247308 (0.00491323855637),0.93652 (0.0017964904057),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.476615589607 (0.0115516145512),0.358147284239 (0.00808680376521),0.233294450925 (0.0054099926948),0.20101319824 (0.00576157699132),0.11900539964 (0.00318514303587),0.0859535785486 (0.00223246112121),0.0773296764707 (0.00188299556999),0.356781073432 (0.00269261304423),0.536065838011 (0.00663959114444),0.698245263565 (0.00794806302829),0.751889730457 (0.00730533618825),0.890248179978 (0.00652701260187),0.964547503854 (0.0029972567798),0.983437705647 (0.00223542976122),0.408024977362 (0.00487867973863),0.429346905329 (0.00648160288574),0.349698597345 (0.00632805038363),0.317189095124 (0.00758702351261),0.209933310646 (0.00504877018539),0.157834662511 (0.00379323787913),0.143379135922 (0.0032424075681),0.121401548386 (0.000840373267587),1.34863481522 (0.0137686463233)
0.851620731788 (0.00328461367815),0.935966666667 (0.00100509811572),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=200, random_state=None)",0.445303131246 (0.0119593900985),0.350902576345 (0.0102257226548),0.232004146728 (0.00652215219758),0.197514683857 (0.00554428118789),0.123560967841 (0.00282715468968),0.0869546152391 (0.0021095762641),0.0777155066289 (0.00185441300344),0.333323364443 (0.00306691475295),0.525409949463 (0.00643145191168),0.695123845664 (0.00533239718226),0.73892659601 (0.00671736084808),0.925452294544 (0.0053948872901),0.975963755604 (0.00353700036945),0.989145317999 (0.0019094183898),0.381206980831 (0.00561157295896),0.420719949602 (0.00871436686813),0.347858591724 (0.00781091130124),0.311680084209 (0.00728905502542),0.218000064425 (0.00437659345373),0.159675240403 (0.00356512257651),0.144102789455 (0.00318335017097),0.290335321426 (0.0509871911548),20.8889861584 (5.7036111091)
0.851374330212 (0.00338445909182),0.935893333333 (0.00104783374423),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=100, random_state=None)",0.445110450113 (0.0119376714377),0.350991190219 (0.0107611154944),0.232225801773 (0.00684182731463),0.19709841126 (0.0058412793843),0.123577327365 (0.00277585046114),0.0867328257681 (0.00200762911347),0.0776771957127 (0.00182924052662),0.333224256415 (0.00309951389713),0.525488855766 (0.00686238969725),0.695121486858 (0.00623994994292),0.73911002932 (0.00730150195682),0.925142028197 (0.00558338236902),0.976161492281 (0.00378924747269),0.989044949302 (0.00209771474924),0.38107167638 (0.00561444752356),0.420809527616 (0.00934334330822),0.348105726287 (0.00825826606457),0.311176847771 (0.00774202055891),0.218018011254 (0.00431350114587),0.159304540591 (0.00339537177244),0.144036025147 (0.00314096669711),0.195849752426 (0.045979407446),12.7491276264 (2.57475656438)
0.793443735561 (0.00605258827306),0.7922 (0.0155898114877),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.42398401066 (0.0119816373865),0.312562479174 (0.0101881036915),0.202932844526 (0.0071257565531),0.175763231569 (0.00615080479095),0.112299180055 (0.00307762956143),0.0847606773032 (0.00224183955857),0.0767107172268 (0.00178248040174),0.317382188697 (0.00522955716089),0.467695624354 (0.00504011696537),0.607197696601 (0.0096659147608),0.657364189638 (0.0107013448394),0.840092617644 (0.0089438076901),0.951086007773 (0.00581716960801),0.975588205464 (0.00355482276973),0.362967988542 (0.00690388219459),0.374655323056 (0.00877471073008),0.304165937101 (0.00903352305314),0.277339123867 (0.00845361558638),0.19810341257 (0.00491540679522),0.155643120744 (0.00382098347625),0.142231739016 (0.00306011783693),0.00153923034668 (0.000190599453066),1.05491609573 (0.154893576554)
0.792621965397 (0.00441625902254),0.78294 (0.0121245462687),"LogisticRegression(C=0.1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.42145236509 (0.0121654493916),0.312029323559 (0.00939095765615),0.202499583403 (0.00695137894323),0.175416611119 (0.00543195054665),0.112139190721 (0.00295047930679),0.0846984578463 (0.00221418072947),0.0767185600565 (0.00181008023757),0.315507243089 (0.00655358155716),0.466925408197 (0.00409403980593),0.605883331368 (0.00724712743304),0.65609155087 (0.00569506985863),0.838907912444 (0.00770268724949),0.950390225163 (0.0048604767784),0.975677875337 (0.00299072323939),0.360813961975 (0.00781502245153),0.374025094949 (0.00783557551318),0.303514258166 (0.00865486204612),0.276794254724 (0.00721119070911),0.197821517986 (0.00468275526775),0.155528898745 (0.00376776292165),0.142246173015 (0.00311032380739),0.00141983032227 (0.000234553789203),0.990277051926 (0.14945940217)
0.792625492625 (0.00661561730533),0.787706666667 (0.0319022353797),"LogisticRegression(C=1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.420519653564 (0.0118310315152),0.310829723426 (0.00812789133671),0.20179970005 (0.00564313208166),0.175016664445 (0.00427641732822),0.112232517832 (0.00301077180842),0.0847517888094 (0.00212897519258),0.0767264028862 (0.00175801886626),0.314823985219 (0.0069402617224),0.465176458423 (0.00318270165349),0.60397112097 (0.0111010822431),0.654760128961 (0.00945024311613),0.839606375671 (0.00890382280731),0.951013389885 (0.00472979112758),0.975796855344 (0.00398097635248),0.360025004257 (0.00788591052426),0.37260174762 (0.00636140190235),0.302487765713 (0.00716373509714),0.276177611815 (0.00564974630127),0.197986174936 (0.0048012928187),0.155627155707 (0.00361161332226),0.142260916437 (0.00301514890994),0.00155158042908 (0.000187310922183),1.01218719482 (0.141016026403)
0.783617707921 (0.0322177990991),0.816113333333 (0.055537021086),"LogisticRegression(C=1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=1, verbose=0, warm_start=False)",0.407195203198 (0.0298877847043),0.300699766744 (0.0238346873228),0.20153307782 (0.016644080878),0.1737634982 (0.013773916734),0.110405972935 (0.00604084806708),0.0838896049064 (0.00257008152017),0.0762244617858 (0.00205900793966),0.30491443628 (0.0224739109218),0.450041992597 (0.0337930581542),0.603198542728 (0.0480216826376),0.650033982585 (0.0489001563436),0.825981808804 (0.0407021546435),0.941390864272 (0.0194858646191),0.969412192315 (0.0140726069357),0.348658638815 (0.0252782695963),0.360465157961 (0.0276158894393),0.302090297593 (0.0244998737208),0.274195973938 (0.0213181121474),0.194764901611 (0.0104206812326),0.154044594956 (0.00449781858725),0.141330206513 (0.00360922202568),0.0015148639679 (0.000201319405838),0.121735620499 (0.0180897908821)
0.791665787769 (0.00553920878645),0.7751 (0.0044105429245),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.422385076616 (0.0114388679714),0.31136287904 (0.00960142803783),0.20076653891 (0.00583131373457),0.174323423544 (0.00504884164929),0.112059196054 (0.00288825186013),0.0846984578463 (0.00222929379561),0.0766950315674 (0.00178058144577),0.316205913695 (0.00579486543654),0.465916041676 (0.00381091391936),0.600792862618 (0.00641699884138),0.652052001166 (0.00649327130753),0.83833323608 (0.00889774996254),0.950389846218 (0.0055810641416),0.975388994351 (0.00347453886074),0.361612679042 (0.00696425750931),0.373222243573 (0.00801080065322),0.300928444471 (0.00707556307777),0.275073589232 (0.0066698585497),0.197681063517 (0.00458971239199),0.155528892828 (0.00379735385522),0.14220265713 (0.00305635748422),0.00151700973511 (0.00019892817587),1.18695116043 (0.193154989455)
0.791225681508 (0.00560648701954),0.775233333333 (0.00524870354363),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.421052631579 (0.0123781203598),0.310496501166 (0.0093478198421),0.200299950008 (0.00597302231421),0.17427009732 (0.00520811862876),0.112072528498 (0.00284403261137),0.0846984578463 (0.00223637048726),0.0766708999966 (0.00177202074439),0.315202055721 (0.00651028827844),0.464629175886 (0.00367568006336),0.599388867557 (0.0069661352364),0.651841258092 (0.00709907502482),0.838432823487 (0.00807487914806),0.950385814141 (0.00525026834058),0.975091154589 (0.00319914163249),0.360467870309 (0.00789554462346),0.372186789356 (0.00773643069921),0.300228139889 (0.00730950188184),0.274988442084 (0.0069291426507),0.197704584087 (0.00450352885877),0.155528838878 (0.00380918671972),0.14215801082 (0.00304005083557),0.00152707099915 (0.000263656325939),0.565778636932 (0.120770240351)
0.791064607447 (0.00600034548248),0.774613333333 (0.0091866231252),"LogisticRegression(C=0.5, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.421185876083 (0.0139073053091),0.310363212263 (0.0096567787733),0.200166638894 (0.00610580914616),0.174216771097 (0.00485634744274),0.112099193387 (0.00296466322942),0.0847340118217 (0.00226064997565),0.0766950315674 (0.00176235206714),0.31527006172 (0.0067637613885),0.464421760876 (0.00447828780405),0.59898476074 (0.00747902421141),0.651677634662 (0.00687704067941),0.838605243159 (0.0076966006672),0.950777368752 (0.00516484416144),0.975394186663 (0.00341952969059),0.360561258072 (0.0088068277936),0.372024539707 (0.00816798298813),0.300027633894 (0.00752087641175),0.274907472518 (0.00639775290246),0.197750878784 (0.00470865306977),0.155594026064 (0.00385290501865),0.142202711635 (0.00302233452237),0.00141725540161 (0.000201000216573),1.02001414299 (0.117208888096)
0.791065696739 (0.00543715134484),0.774146666667 (0.0045735762812),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.421052631579 (0.0123781203598),0.310429856714 (0.00933165124503),0.200133311115 (0.0060174871139),0.174083455539 (0.00506697343112),0.112085860943 (0.00286123080941),0.0847073463402 (0.00222904570447),0.0766715030783 (0.00177209773884),0.315202055721 (0.00651028827844),0.464530067858 (0.00366258503142),0.598889395776 (0.00723797296296),0.651152544576 (0.00655272957959),0.838530670845 (0.00820801848965),0.950487959187 (0.00528537083747),0.975091154589 (0.00319914163249),0.360467870309 (0.00789554462346),0.372107092205 (0.00771753582761),0.299978248616 (0.0073869357055),0.274694751392 (0.00669926810906),0.19772805138 (0.00453488525566),0.155545192776 (0.00379594987619),0.142159046573 (0.00304017300762),0.0016649723053 (0.000542849222415),1.03631844521 (0.109524920064)
0.790692858944 (0.00555020354814),0.769033333333 (0.00441537717025),"LogisticRegression(C=0.1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.420919387075 (0.01201714738),0.310229923359 (0.00911105463519),0.200066655557 (0.006457853771),0.17392347687 (0.00492553629274),0.111979201387 (0.00285868254804),0.084716234834 (0.00223389619523),0.076679345908 (0.00178234236407),0.31511757816 (0.00683153405472),0.464243656367 (0.00404519454919),0.598664651247 (0.0084336183259),0.650567184932 (0.00637630517634),0.837725975395 (0.00750968388666),0.95058670117 (0.00533428913731),0.975188107323 (0.0032618988913),0.360363781821 (0.00792395553751),0.371871564458 (0.00754233971025),0.29987516406 (0.00806212063437),0.274443472375 (0.00648307793751),0.197539711747 (0.00452335306951),0.155561500749 (0.00380486223613),0.142173559241 (0.00305934043865),0.00159463882446 (0.000370472264869),0.642245149612 (0.0714179653131)
0.790716407857 (0.00559406552173),0.768953333333 (0.00456584420818),"LogisticRegression(C=0.1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.420786142572 (0.0120112363382),0.310229923359 (0.00894873945371),0.200033327779 (0.00643372892608),0.173870150647 (0.00490441828226),0.111979201387 (0.0028782027341),0.0847073463402 (0.00222478841132),0.076679345908 (0.00178234236407),0.315012282763 (0.00658012148491),0.464248848679 (0.00381905788431),0.598568580238 (0.00851702106669),0.650371224604 (0.00651017778747),0.837723719668 (0.00766333484416),0.95048984887 (0.00538122407922),0.975188107323 (0.0032618988913),0.36024607216 (0.00776015019937),0.371873216927 (0.00734065241649),0.299825658568 (0.00803456639916),0.274359636393 (0.00645675795989),0.197539647019 (0.00455870785947),0.155545218082 (0.00378850855133),0.142173559241 (0.00305934043865),0.00145244598389 (0.000168307103662),1.21771264076 (0.140872222536)
0.705652052407 (0.00502135402176),0.932486666667 (0.00169739669952),GaussianNB(),0.261692205197 (0.0128108891051),0.210863045651 (0.00636934104737),0.158773537744 (0.0040577853705),0.141527796294 (0.00429234692177),0.101459902673 (0.0022610190708),0.0800675525532 (0.0019640554708),0.073408885926 (0.00191451810249),0.195880947529 (0.008171421426),0.315563516872 (0.00491286068503),0.475165775104 (0.00437368316538),0.529384483919 (0.00746040824635),0.759097740061 (0.0077065884309),0.898486220879 (0.00762532998096),0.933544595649 (0.00605708230981),0.224022801934 (0.0097451602358),0.252766649502 (0.00571678541903),0.237989994027 (0.00478974487827),0.223324182593 (0.00580204933973),0.178984748392 (0.00353467934587),0.147026092701 (0.00333693552695),0.136109159224 (0.00332001163221),0.00792579650879 (0.00117738612079),0.0384843826294 (0.00183420342303)
0.642108535149 (0.007580582425),0.93314 (0.00166751978166),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=100, p=2,
           weights='uniform')",0.155411289776 (0.00464568625457),0.136687732806 (0.00458507283342),0.113953966683 (0.00514310779122),0.107732558641 (0.00217902427058),0.0909107194908 (0.00231415396608),0.0741771743279 (0.00181248127476),0.0710652041855 (0.00177959420227),0.127669581058 (0.0133903554879),0.222390563573 (0.021136548223),0.416532057141 (0.0112136414011),0.487669299779 (0.0443878436891),0.690603313019 (0.0120474863179),0.934052927288 (0.00480957560551),0.974316733321 (0.00290636162644),0.139738214016 (0.00723889451544),0.168905801866 (0.00618429119987),0.178902079319 (0.00691233521599),0.176296326709 (0.00553337641208),0.160654086615 (0.00360984324256),0.137432344588 (0.00307988054533),0.132462223179 (0.00307618273936),2.70775947571 (0.161219171629),0.857426214218 (0.126799750995)
0.6421300839 (0.00758569464652),0.93314 (0.00166751978166),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=100, p=2,
           weights='uniform')",0.15536330455 (0.00460567475995),0.136643215089 (0.00457786864865),0.113948604864 (0.00515631569594),0.10772473302 (0.00218715543242),0.0909250321794 (0.00229639470477),0.0741716512709 (0.00180630140908),0.0710667126336 (0.0017781230374),0.127571733699 (0.0134593775362),0.222287523903 (0.0211843648238),0.416532057141 (0.0112136414011),0.487669299779 (0.0443878436891),0.690705458065 (0.0119962755171),0.933956074988 (0.00492729462654),0.974316733321 (0.00290636162644),0.139657046924 (0.00729165562666),0.168839596544 (0.00618161731518),0.178895227586 (0.0069286466512),0.176286242669 (0.00554571736414),0.160679207995 (0.00357742154499),0.137421794364 (0.00306816814403),0.132464854633 (0.00307365199724),3.84176440239 (0.243634208667),0.961808204651 (0.144217468795)
0.650821714246 (0.00677618867354),0.933066666667 (0.00151891774337),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=100, p=2,
           weights='distance')",0.164956695536 (0.00761478057947),0.14521826058 (0.0046907469123),0.124645892351 (0.0045696747878),0.11707772297 (0.00493620544102),0.0927404839677 (0.00250685412791),0.0786187280565 (0.00174721655042),0.0740441551312 (0.00167227079783),0.123559346301 (0.00654310801404),0.217345214803 (0.00520521217231),0.372993485056 (0.00905802738599),0.437879747843 (0.0128736661833),0.693795911326 (0.00873862515763),0.882255944358 (0.00475931619944),0.94168708382 (0.00284379601046),0.141268356676 (0.00689545833656),0.174083304349 (0.00466665765308),0.18683029515 (0.0060444467469),0.184738632111 (0.00713104248289),0.163601070012 (0.00401796126105),0.144366023783 (0.0029323811958),0.137287710948 (0.0028635606496),3.40958380699 (0.104460990006),0.746559381485 (0.0208650622219)
0.650794978964 (0.00677754432711),0.933066666667 (0.00151891774337),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=100, p=2,
           weights='distance')",0.16508994004 (0.00783087821714),0.14521826058 (0.0046907469123),0.124645892351 (0.0045696747878),0.11707772297 (0.00493620544102),0.0927271515232 (0.00249818846846),0.0786187280565 (0.00174721655042),0.0740441551312 (0.00167227079783),0.123658454329 (0.00666990951526),0.217345214803 (0.00520521217231),0.372993485056 (0.00905802738599),0.437879747843 (0.0128736661833),0.693698063968 (0.00875241259926),0.882255944358 (0.00475931619944),0.94168708382 (0.00284379601046),0.141382025331 (0.00706060605996),0.174083304349 (0.00466665765308),0.18683029515 (0.0060444467469),0.184738632111 (0.00713104248289),0.16357760272 (0.00400333064304),0.144366023783 (0.0029323811958),0.137287710948 (0.0028635606496),2.6676712513 (0.141764161112),0.770713615417 (0.0486386832153)
0.647804476129 (0.00741593991581),0.933026666667 (0.00165829899462),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=500, p=2,
           weights='distance')",0.159093937375 (0.00751858013573),0.142152615795 (0.00705172626),0.123212797867 (0.00505177012405),0.116277829623 (0.00483360370879),0.0927004866342 (0.00222839356478),0.0782009688458 (0.00174780428322),0.0740833692796 (0.00194818162844),0.11907667745 (0.00455990061431),0.212682385362 (0.00772324761011),0.368741534919 (0.0125148550752),0.434904295272 (0.0129595578565),0.69355682999 (0.00929646123919),0.877561872626 (0.00398861545317),0.942100082666 (0.0027301414923),0.13618770233 (0.00554361318193),0.170384479272 (0.0073662436301),0.184686717519 (0.00700268171999),0.183477803844 (0.00699490811428),0.1635321995 (0.0035499671013),0.143598821093 (0.00293263062667),0.137359504585 (0.00337340644482),6.60496282578 (0.106712467605),0.789849042892 (0.0134151945163)
0.647803230448 (0.00741690278052),0.933026666667 (0.00165829899462),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=500, p=2,
           weights='distance')",0.159093937375 (0.00751858013573),0.142152615795 (0.00705172626),0.123212797867 (0.00505177012405),0.116277829623 (0.00483360370879),0.0927004866342 (0.00222839356478),0.0782009688458 (0.00174780428322),0.0740833692796 (0.00194818162844),0.11907667745 (0.00455990061431),0.212682385362 (0.00772324761011),0.368741534919 (0.0125148550752),0.434904295272 (0.0129595578565),0.69355682999 (0.00929646123919),0.877561872626 (0.00398861545317),0.942100082666 (0.0027301414923),0.13618770233 (0.00554361318193),0.170384479272 (0.0073662436301),0.184686717519 (0.00700268171999),0.183477803844 (0.00699490811428),0.1635321995 (0.0035499671013),0.143598821093 (0.00293263062667),0.137359504585 (0.00337340644482),7.48431243896 (0.222450185597),0.787208986282 (0.0211966352986)
0.641538976924 (0.00680267735965),0.932993333333 (0.00166471886182),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=1000, p=2,
           weights='distance')",0.156695536309 (0.00490296322264),0.136754415195 (0.00596309589024),0.1208131978 (0.0046288433409),0.11505132649 (0.00339680088611),0.0913005799613 (0.00238781066168),0.0776854362028 (0.00189660548041),0.0736833849653 (0.00193258527352),0.117320057648 (0.00340016010536),0.204649569069 (0.00702940271841),0.361577768368 (0.0115690187479),0.430416615585 (0.00936399410754),0.68301872858 (0.00657335541342),0.871732278326 (0.00356092979041),0.937014226155 (0.0025524936765),0.134159672529 (0.00369276224846),0.163928042515 (0.00629305049542),0.181092151046 (0.00639495441732),0.181551351823 (0.00477045585168),0.161060826767 (0.00379150828456),0.142651573633 (0.00320759114574),0.136617897848 (0.00334611181918),11.2386640072 (0.135089446482),0.759489440918 (0.0168883464274)
0.641538673527 (0.00680327221975),0.932993333333 (0.00166471886182),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=1000, p=2,
           weights='distance')",0.156695536309 (0.00490296322264),0.136754415195 (0.00596309589024),0.1208131978 (0.0046288433409),0.11505132649 (0.00339680088611),0.0913005799613 (0.00238781066168),0.0776854362028 (0.00189660548041),0.0736833849653 (0.00193258527352),0.117320057648 (0.00340016010536),0.204649569069 (0.00702940271841),0.361577768368 (0.0115690187479),0.430416615585 (0.00936399410754),0.68301872858 (0.00657335541342),0.871732278326 (0.00356092979041),0.937014226155 (0.0025524936765),0.134159672529 (0.00369276224846),0.163928042515 (0.00629305049542),0.181092151046 (0.00639495441732),0.181551351823 (0.00477045585168),0.161060826767 (0.00379150828456),0.142651573633 (0.00320759114574),0.136617897848 (0.00334611181918),12.008452177 (0.0670967738254),0.735892534256 (0.0121845146968)
0.63162206168 (0.00669461805522),0.93316 (0.00160518603975),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=500, p=2,
           weights='uniform')",0.13719745904 (0.00659288511694),0.128658331112 (0.00670043021752),0.114761433293 (0.00474102975582),0.108802222177 (0.00305499493619),0.088894566529 (0.00169487345883),0.0762693509071 (0.00182360720282),0.0728916358374 (0.00171628347384),0.117380909097 (0.00634279719472),0.203560950423 (0.0095866896848),0.359683684625 (0.011389305746),0.424680545889 (0.0156713218206),0.681021124357 (0.015769032238),0.8805625473 (0.0136629424662),0.943719837952 (0.00577436493957),0.126450236324 (0.00584095698647),0.157579460863 (0.00698774591482),0.173957206505 (0.00617575463743),0.173199851561 (0.00476692397726),0.157241404542 (0.0025019505394),0.14037076519 (0.003078368863),0.135327443794 (0.00300939928925),6.40806441307 (0.261796527104),0.7542927742 (0.0141568861613)
0.631621187739 (0.00669809257207),0.93316 (0.00160518603975),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=500, p=2,
           weights='uniform')",0.13729350099 (0.00676633078057),0.128658331112 (0.00670043021752),0.114757899063 (0.0047417368622),0.108799520915 (0.00305573594975),0.0888956017653 (0.0016920418019),0.0762687022537 (0.00182361137039),0.0728922122941 (0.00171701989216),0.117477761398 (0.00650350269536),0.203560950423 (0.0095866896848),0.359683684625 (0.011389305746),0.424680545889 (0.0156713218206),0.681021124357 (0.015769032238),0.8805625473 (0.0136629424662),0.943719837952 (0.00577436493957),0.126547309903 (0.00602723721063),0.157579460863 (0.00698774591482),0.173953032813 (0.00617510993539),0.173196353892 (0.00476652782966),0.157243082782 (0.00249847208031),0.140369664863 (0.00307833696666),0.13532843357 (0.00301065290559),7.49483771324 (0.0793794148376),0.792112207413 (0.0127234329243)
0.500537593535 (0.00389652548803),0.590153333333 (0.418799075983),"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='linear',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.106728847435 (0.0176738675997),0.107564145285 (0.0220273776182),0.0970838193634 (0.0190244699682),0.0929742700973 (0.0181229936345),0.0788880741284 (0.0123687150673),0.0701302164348 (0.00583825885239),0.0678953766519 (0.0031815799491),0.0800586513312 (0.0138416432247),0.16121545036 (0.0331840488393),0.290951227881 (0.0572246916491),0.348384168359 (0.0686246247146),0.591030053441 (0.0947355499007),0.787589741186 (0.068962157237),0.863978437872 (0.0451654772203),0.0914775266297 (0.0155031571779),0.129018925919 (0.0264465390391),0.145573735111 (0.0285240083847),0.146764606069 (0.0286450122428),0.139188794048 (0.021858224878),0.1287867548 (0.0107365534426),0.125892311169 (0.00590158942279),0.100789785385 (0.0259885181431),24.8701450348 (1.94525787287)
