AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.665829866432 (0.00760603871273),0.913046666667 (0.00194646117637),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.311193362743 (0.0107253274937),0.240597135332 (0.00754306707956),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.236546244156 (0.00829582062907),0.371680632292 (0.00803115655328),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.268760530715 (0.00902421574346),0.292016654655 (0.00639364164532),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.0107886791229 (0.00191790730247),0.809357976913 (0.0576631795473)
0.774832517938 (0.00402664799375),0.92894 (0.000860594110032),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=50,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.391868132034 (0.00936069733874),0.307948018593 (0.0104357222072),0.208853700151 (0.00566508484952),0.181498411143 (0.00543420372118),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.295218980938 (0.00297577795606),0.465067125079 (0.00562814310063),0.631782209925 (0.00850655948631),0.680792305595 (0.00846726630466),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.336708405441 (0.00467291868128),0.370493653878 (0.00928986526594),0.313905382826 (0.00717905009985),0.286563334813 (0.00725155869618),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00758681297302 (0.000697305710178),0.469678449631 (0.0791799714753)
0.773447573316 (0.00429710009677),0.92906 (0.00139831644805),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=50,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.396201338413 (0.00862641920303),0.304722837837 (0.0107069493584),0.208953731729 (0.00460566895884),0.181418338933 (0.00566813906435),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.298767165429 (0.00528466295328),0.461813614136 (0.00509671849663),0.630441577828 (0.00856590497948),0.680653202285 (0.0093964775757),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.340615925771 (0.00561147243091),0.36711143229 (0.0092532669713),0.313844692279 (0.00551966682165),0.286450655638 (0.00763011091464),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00801296234131 (0.000927925911126),0.571028757095 (0.0463069275067)
0.761875593958 (0.00734278556821),0.928633333333 (0.00074296702484),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.387238861846 (0.00615276423179),0.30298158164 (0.00978887787482),0.204971447517 (0.00553095241786),0.176767101963 (0.00639600329094),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.293880978944 (0.00525765023938),0.45676274063 (0.00667437189627),0.616620224506 (0.00830854905034),0.665728434793 (0.013290779638),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.334117339639 (0.00424071012131),0.364258166625 (0.00877143564317),0.307635398897 (0.00675575516084),0.279331581729 (0.00895806769573),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.0101470947266 (0.00411863903488),0.747538757324 (0.0633433282022)
0.761685084255 (0.00539286045873),0.928733333333 (0.00153231850475),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.390007189427 (0.0120398097656),0.30158211467 (0.0099047314013),0.20490938005 (0.00584248227403),0.176921331074 (0.0052470526725),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.294998014307 (0.00557021276235),0.453560484848 (0.00611501996595),0.617899372945 (0.0102905080891),0.665525653298 (0.00929994222086),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.335870691947 (0.00743761242601),0.362227868283 (0.00875987883082),0.307725742102 (0.00735607546712),0.279504773735 (0.00705120975997),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00620226860046 (0.000523882855002),0.416703033447 (0.0422061557184)
0.72283109692 (0.00377378965781),0.9255 (0.0010994948335),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=20,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=20, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.35408379445 (0.0116150030251),0.286351680303 (0.00455058680352),0.197082872444 (0.00312675874852),0.171297709955 (0.0016288286793),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.269244629987 (0.00643961119291),0.430994806973 (0.00702374461986),0.594690671039 (0.0113358379327),0.645160211084 (0.0101922003787),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.305858250319 (0.00801207958117),0.344040537336 (0.00367647732646),0.296013733851 (0.0035781754438),0.27069393754 (0.00167780877374),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00789918899536 (0.000877382115176),0.679635763168 (0.0563439433746)
0.678172569983 (0.0118359898449),0.921873333333 (0.00158596623195),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=20,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.338224025908 (0.016353964305),0.271832197701 (0.00819889508405),0.178107966168 (0.00602889087449),0.149512711313 (0.00700103979752),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.260080197014 (0.00797359118784),0.411917261012 (0.0106857381086),0.540840524335 (0.0177363217034),0.567847593346 (0.0202166914602),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.293966953254 (0.0105367961577),0.327479112379 (0.00853428038148),0.267938161648 (0.00851906362188),0.236673279629 (0.010252341582),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00840482711792 (0.000747965337608),0.712075376511 (0.0166096611647)
0.678574047397 (0.00729040853855),0.922013333333 (0.0022883861368),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=20,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.341727436072 (0.0140797338714),0.269831000022 (0.00968086017067),0.178425019576 (0.0044645210889),0.148946647203 (0.00408399357151),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.260163663669 (0.0108810832725),0.404418874878 (0.00953926309055),0.53716987826 (0.0119697858224),0.563544618476 (0.00984956404084),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.295353284238 (0.011390279561),0.323648243419 (0.00949220794278),0.267848070289 (0.00599955571074),0.235592794219 (0.0055226671543),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00757527351379 (0.000860366614837),0.714261484146 (0.0444965835455)
0.506047025488 (0.00175301875843),0.926673333333 (0.00710221874565),"SGDClassifier(alpha=0.0001, average=False, class_weight=None, epsilon=0.1,
       eta0=0.0, fit_intercept=True, l1_ratio=0.15,
       learning_rate='optimal', loss='modified_huber', n_iter=5, n_jobs=7,
       penalty='l1', power_t=0.5, random_state=None, shuffle=True,
       verbose=0, warm_start=False)",0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00130000114441 (0.000226681514198),0.160067081451 (0.123399638771)
0.503506641757 (0.00202173654603),0.93266 (0.00218910433232),"SGDClassifier(alpha=0.0001, average=False, class_weight=None, epsilon=0.1,
       eta0=0.0, fit_intercept=True, l1_ratio=0.15,
       learning_rate='optimal', loss='modified_huber', n_iter=5, n_jobs=7,
       penalty='l2', power_t=0.5, random_state=None, shuffle=True,
       verbose=0, warm_start=False)",0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00116782188416 (0.000113671557834),0.0824518203735 (0.000177552990722)
0.503169856948 (0.00203591414116),0.93304 (0.00150663716785),"SGDClassifier(alpha=0.0001, average=False, class_weight=None, epsilon=0.1,
       eta0=0.0, fit_intercept=True, l1_ratio=0.15,
       learning_rate='optimal', loss='modified_huber', n_iter=5, n_jobs=7,
       penalty='elasticnet', power_t=0.5, random_state=None, shuffle=True,
       verbose=0, warm_start=False)",0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00121459960937 (0.000110912938006),0.109846162796 (0.00258616086204)
0.836700199408 (0.0034812099087),0.934866666667 (0.00104668789787),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=10, random_state=None)",0.43215510458 (0.0182944514978),0.334853234488 (0.0151150111929),0.196429651529 (0.00893993947685),0.185551369947 (0.00708315176651),0.0893635203366 (0.00437472124137),0.0704573287328 (0.0065936845452),0.0668457111921 (0.00160183871482),0.337574586938 (0.00465680406042),0.526183592348 (0.0118677212316),0.732918393172 (0.00798905431736),0.744298870136 (0.0123213711366),0.96021027986 (0.00498393660609),0.993360572012 (0.0132788559755),1.0 (0.0),0.378843265761 (0.00691835681037),0.408880534997 (0.00930267294242),0.309706917862 (0.0111076092836),0.296935200332 (0.00854738748962),0.163473735925 (0.00726853643845),0.131488282614 (0.0112576248931),0.125310446436 (0.00281553831745),0.0287425994873 (0.00211722050284),1.60232224464 (0.0400989802505)
0.839101430728 (0.000608660201656),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.444043151925 (0.0158129204444),0.335858023557 (0.0115430808473),0.209609871641 (0.0183662938748),0.181612778273 (0.00944147357621),0.0903900036335 (0.00323387024397),0.0694253694669 (0.00561420923091),0.06684 (0.00160518603975),0.342343804961 (0.0116577643688),0.534669719272 (0.0118987731062),0.710097881704 (0.0457066454629),0.798122315084 (0.0297673739036),0.956865698826 (0.00563799594557),0.993855302279 (0.012289395441),1.0 (0.0),0.386528573453 (0.0120872304757),0.412399046932 (0.00959129502054),0.322410512778 (0.018326239384),0.295550796245 (0.0104039220478),0.165154899766 (0.00532871848115),0.129715837678 (0.0096229393803),0.125300392819 (0.00282143439235),0.140151166916 (0.000672883135963),0.399019432068 (0.00643391335891)
0.811202737261 (0.00204570809059),0.9337 (0.000988152035086),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.422057768002 (0.0116926979393),0.304243219551 (0.0128719884266),0.222566226566 (0.0052816371671),0.176851364718 (0.00504110215629),0.0866525379372 (0.0252941404649),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.343721882387 (0.00619393799765),0.52407786407 (0.0209524270826),0.67151918601 (0.00380298964781),0.747236888892 (0.00742060142071),0.946115421257 (0.0659958495732),1.0 (0.0),1.0 (0.0),0.378819493862 (0.00717843131013),0.384450374249 (0.00710552902968),0.334277949171 (0.00571497243855),0.285961940976 (0.00642608733939),0.157140416211 (0.0408053369325),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.120551013947 (0.000644972196398),0.91313457489 (0.0172742549291)
0.810761082593 (0.00340685377902),0.934873333333 (0.00096641376002),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.428605712588 (0.0170661818616),0.300229445751 (0.0069430164067),0.22194441952 (0.00625435645888),0.177604832132 (0.00601780160717),0.0864825888375 (0.0250780428592),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.345180349893 (0.00629823800622),0.537355019551 (0.00344630481953),0.66598214015 (0.00410104945621),0.745985038446 (0.00427819521557),0.944962216564 (0.0674619325003),1.0 (0.0),1.0 (0.0),0.382294852878 (0.00959057960546),0.385171935752 (0.00565194567651),0.33288670743 (0.0071677382392),0.28685301294 (0.00791422408775),0.156843647188 (0.0404282861442),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.12067360878 (0.000545349287366),0.903827047348 (0.00953611184009)
0.838777463074 (0.00407314796608),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.437254753649 (0.0166205936364),0.328776154334 (0.0144599346346),0.211185700708 (0.016433916477),0.182047694042 (0.0139622525338),0.0965672923681 (0.00800755567468),0.0704145749267 (0.00793304479121),0.06684 (0.00160518603975),0.338121735631 (0.00465840957052),0.544479842938 (0.017320520348),0.708343645949 (0.0228775419037),0.779652430154 (0.0402600875503),0.94430581084 (0.0145112840311),0.995205479452 (0.00958904109589),1.0 (0.0),0.381143963537 (0.00526908950431),0.409621796509 (0.0105083076658),0.324777037425 (0.0181451508948),0.294552388135 (0.0166146985801),0.175074816676 (0.0128557963456),0.131401957605 (0.0135878300169),0.125300392819 (0.00282143439235),0.139151382446 (0.001468206446),0.373307132721 (0.0522287854831)
0.836901182381 (0.00455711440843),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.432221782701 (0.0378899784366),0.338097596443 (0.0173701161211),0.227550877374 (0.0099137938059),0.199134580009 (0.00696558017176),0.0960628324691 (0.00427698790194),0.0784121343027 (0.0067325270056),0.06684 (0.00160518603975),0.331709055202 (0.0225154783006),0.546012046217 (0.00890254784247),0.702614775336 (0.0029359936181),0.754497058779 (0.00677900682541),0.939752250825 (0.0102395703836),0.974778954253 (0.0129855867599),1.0 (0.0),0.375226456141 (0.0281995723067),0.417216753233 (0.0117848068533),0.343654967112 (0.011404504671),0.315064208125 (0.00925090070446),0.174267074339 (0.00690512552623),0.145051987942 (0.0115287498779),0.125300392819 (0.00282143439235),0.15401058197 (0.00151394142232),0.538519382477 (0.0488772204809)
