AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.864414710394 (0.00308906358339),0.937026666667 (0.0010912581933),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=10, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.483011325783 (0.0139493695705),0.365011662779 (0.0100467478221),0.24369271788 (0.00615942074408),0.209598720171 (0.00539583912895),0.123965068995 (0.00291752150028),0.0871516821475 (0.00214007910235),0.0779649727392 (0.00193638821725),0.361585518075 (0.00718906358508),0.546271431818 (0.00678382145944),0.72928998002 (0.00346921893037),0.784035806881 (0.00343804709282),0.927415045775 (0.00549731341628),0.977950337681 (0.0035226255041),0.991504058018 (0.00194210141385),0.413511586762 (0.00872456361538),0.437554028944 (0.00851271567627),0.365275495578 (0.00708706438535),0.330739506198 (0.00686889903206),0.218684337155 (0.00455386112952),0.160034110379 (0.00362101954726),0.144556915144 (0.00333912291103),0.147757434845 (0.00104576720991),4.80062699318 (0.0599570755265)
0.863834803171 (0.00289195348827),0.937153333333 (0.000943186089804),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=10, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.483011325783 (0.0114698676704),0.364878373875 (0.00990965127018),0.24297635388 (0.00613866763615),0.209332089055 (0.00578743090369),0.123605092994 (0.00299324514016),0.0870805741967 (0.00214074350541),0.0779341986589 (0.00181058989442),0.361584866518 (0.00402561732156),0.5460746773 (0.00652723666599),0.727197562245 (0.00417162127658),0.783000496378 (0.00397321690682),0.924702952453 (0.00474111705757),0.977149888685 (0.0028890103229),0.991141981366 (0.00106198263055),0.413511039472 (0.00544142983517),0.437395147765 (0.00832423410543),0.364208401857 (0.00709733117564),0.330315432648 (0.00748388376873),0.218048778516 (0.00468284758197),0.15990349992 (0.00362097757527),0.144500168993 (0.00310537770089),0.144806003571 (0.000380688242327),4.12365016937 (0.02590945789)
0.836901182381 (0.00455711440843),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.432221782701 (0.0378899784366),0.338097596443 (0.0173701161211),0.227550877374 (0.0099137938059),0.199134580009 (0.00696558017176),0.0960628324691 (0.00427698790194),0.0784121343027 (0.0067325270056),0.06684 (0.00160518603975),0.331709055202 (0.0225154783006),0.546012046217 (0.00890254784247),0.702614775336 (0.0029359936181),0.754497058779 (0.00677900682541),0.939752250825 (0.0102395703836),0.974778954253 (0.0129855867599),1.0 (0.0),0.375226456141 (0.0281995723067),0.417216753233 (0.0117848068533),0.343654967112 (0.011404504671),0.315064208125 (0.00925090070446),0.174267074339 (0.00690512552623),0.145051987942 (0.0115287498779),0.125300392819 (0.00282143439235),0.15401058197 (0.00151394142232),0.538519382477 (0.0488772204809)
0.810712441033 (0.00363834840843),0.9342 (0.00191728975379),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=50, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.419059346102 (0.0107111122662),0.29989655789 (0.0086215162104),0.221769478709 (0.00595637665651),0.176467225995 (0.00485381058065),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.341789156888 (0.00527787306651),0.539404635393 (0.007668490834),0.670355629278 (0.0039033970517),0.747341212221 (0.0067941438299),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.376470354838 (0.00700083590383),0.385398183574 (0.00765367699705),0.333235415035 (0.00677535899129),0.285476499071 (0.0063126818166),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.120433807373 (0.000356109032411),0.89077372551 (0.053297896572)
0.859857398054 (0.00222021060705),0.936 (0.00136821051012),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=200, random_state=None)",0.479013990673 (0.0103896541983),0.36034655115 (0.0108848977718),0.2395934011 (0.00545028924426),0.206793701833 (0.00480626681021),0.123360111991 (0.00274845252664),0.0871953460538 (0.00197260786892),0.0778002484051 (0.0017591221819),0.358620033905 (0.00481111033856),0.539272341621 (0.00836924830927),0.717073572569 (0.00494672993394),0.773605482623 (0.00180228985013),0.922941295017 (0.00290476969322),0.978493464553 (0.00342469251126),0.989462137761 (0.00224564570361),0.41010693769 (0.00527262471166),0.431956598271 (0.0097515834062),0.35913752998 (0.00614782676637),0.326318785507 (0.00594449681611),0.217618608398 (0.0042414529518),0.160114997826 (0.00331272386183),0.14425206368 (0.00301126765476),0.595850372314 (0.0949817529215),21.0720359325 (4.88226804381)
0.860243579514 (0.00269433187215),0.9358 (0.0013977760113),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=100, random_state=None)",0.478214523651 (0.0109341709468),0.359813395535 (0.0124758698667),0.239802993315 (0.00565503449849),0.20711756007 (0.00543813778819),0.123541676806 (0.00278215203941),0.087244736036 (0.00199829562671),0.0778282483979 (0.0017298005052),0.35801280952 (0.00485506260975),0.538432558012 (0.0104219384751),0.717760141657 (0.00503898483459),0.774846740118 (0.00320298707431),0.924330873376 (0.0026180767149),0.979087468162 (0.0041336929111),0.98996804698 (0.00283947289645),0.409416823662 (0.00564748936974),0.431304162401 (0.0117169294066),0.35945889426 (0.00644485594704),0.32683277516 (0.00695468698636),0.217939817375 (0.00429993801778),0.160206249158 (0.00336245966594),0.144305641357 (0.00295913278566),0.366114664078 (0.0787128102126),13.3713963985 (3.050377797)
0.810761082593 (0.00340685377902),0.934873333333 (0.00096641376002),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.428605712588 (0.0170661818616),0.300229445751 (0.0069430164067),0.22194441952 (0.00625435645888),0.177604832132 (0.00601780160717),0.0864825888375 (0.0250780428592),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.345180349893 (0.00629823800622),0.537355019551 (0.00344630481953),0.66598214015 (0.00410104945621),0.745985038446 (0.00427819521557),0.944962216564 (0.0674619325003),1.0 (0.0),1.0 (0.0),0.382294852878 (0.00959057960546),0.385171935752 (0.00565194567651),0.33288670743 (0.0071677382392),0.28685301294 (0.00791422408775),0.156843647188 (0.0404282861442),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.12067360878 (0.000545349287366),0.903827047348 (0.00953611184009)
0.859086595809 (0.00282578915438),0.935706666667 (0.00139799856938),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=50, random_state=None)",0.474822200202 (0.0131498112234),0.358334663318 (0.0115820650742),0.238495197367 (0.00641877965834),0.205901465332 (0.00561365112569),0.123447173823 (0.00295785684131),0.0871650633248 (0.00190452051224),0.0777658323996 (0.00178897336495),0.355482687359 (0.00523659286887),0.536480405783 (0.0105843966455),0.713819811266 (0.00635636684432),0.770353533969 (0.00580678444864),0.923999005257 (0.00259005684545),0.978311719447 (0.00401663238421),0.98955872445 (0.00235538789794),0.406518017316 (0.0071901529832),0.429615427386 (0.0109473270753),0.357495605411 (0.00763868285808),0.324918727129 (0.00729278064302),0.217783596359 (0.00461304746951),0.160061548866 (0.00318997519473),0.144193823052 (0.00306477355484),0.243587398529 (0.0271487075265),8.18403706551 (0.888232323682)
0.841420247308 (0.00491323855637),0.93652 (0.0017964904057),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.476615589607 (0.0115516145512),0.358147284239 (0.00808680376521),0.233294450925 (0.0054099926948),0.20101319824 (0.00576157699132),0.11900539964 (0.00318514303587),0.0859535785486 (0.00223246112121),0.0773296764707 (0.00188299556999),0.356781073432 (0.00269261304423),0.536065838011 (0.00663959114444),0.698245263565 (0.00794806302829),0.751889730457 (0.00730533618825),0.890248179978 (0.00652701260187),0.964547503854 (0.0029972567798),0.983437705647 (0.00223542976122),0.408024977362 (0.00487867973863),0.429346905329 (0.00648160288574),0.349698597345 (0.00632805038363),0.317189095124 (0.00758702351261),0.209933310646 (0.00504877018539),0.157834662511 (0.00379323787913),0.143379135922 (0.0032424075681),0.121401548386 (0.000840373267587),1.34863481522 (0.0137686463233)
0.807755290275 (0.00210943180132),0.933913333333 (0.00164338404249),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=50, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.423999173335 (0.013172111545),0.299635656164 (0.00863689758353),0.220153409437 (0.00684917830953),0.175829694814 (0.00577051605216),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.34543093557 (0.00680427767615),0.535914445846 (0.00924279712751),0.663483203836 (0.0078506968736),0.743096053658 (0.0067202546813),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.380666246646 (0.00887440361981),0.38430987126 (0.00846600288362),0.330569027741 (0.00842699439692),0.284330353686 (0.00775185343333),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.120514583588 (0.00123883658681),0.91477394104 (0.0129283421237)
0.843627664529 (0.00454737416783),0.936573333333 (0.00154594810895),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.478081279147 (0.0162842010579),0.357947350883 (0.0108987623308),0.234494250958 (0.00578925676615),0.202106385815 (0.00570740081113),0.119098726752 (0.00286123080941),0.0862361672815 (0.00233576359531),0.0774479432179 (0.00183579183796),0.357846062423 (0.00757810449205),0.535664006605 (0.00739341527351),0.701788892152 (0.00580152375484),0.755974540522 (0.00593356811395),0.890994851096 (0.00439505700953),0.967618698912 (0.00453539091964),0.984950875903 (0.00275385381805),0.409259065058 (0.0101557496441),0.429074315651 (0.00952588770749),0.351491110621 (0.00672379327105),0.318913780933 (0.00745928265949),0.210099300402 (0.00446791989298),0.158352189479 (0.00398256465357),0.14359850765 (0.00315488775916),0.133899354935 (0.00165143164933),2.56310896873 (0.0335360738123)
0.842241379939 (0.00462636520102),0.93682 (0.00140358271735),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=20, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.473950699534 (0.0142428340217),0.357747417527 (0.00890794783351),0.23392767872 (0.00628597601048),0.201413144914 (0.00582660675157),0.119177144845 (0.00294041236178),0.0861561708369 (0.00224028840508),0.0774322575585 (0.00180395312426),0.354761899913 (0.00544916312217),0.535430639161 (0.00607437366849),0.70005430543 (0.00587260094049),0.753387057554 (0.0080140381888),0.891598783351 (0.00729183240983),0.966745303706 (0.00373168077123),0.9847606748 (0.00275795883349),0.405727994371 (0.00794448354303),0.428855782513 (0.00722878570196),0.350637020659 (0.00744965095815),0.317820351243 (0.0077114035934),0.210238112241 (0.00462991587087),0.158205620963 (0.0038074612471),0.143569524888 (0.00309602581528),0.131967449188 (0.000675379088566),2.56230344772 (0.0122516712903)
0.842196543914 (0.00480468208437),0.936593333333 (0.00136453492281),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.475016655563 (0.0163299279945),0.357614128624 (0.00918243500148),0.233794367605 (0.00541204543352),0.201114284913 (0.00571775212849),0.119205386308 (0.00324759301202),0.0860672858984 (0.00224257950359),0.0773604588546 (0.00184018932626),0.355528362507 (0.00661786522406),0.535213066804 (0.00531694429213),0.699717519737 (0.00549405408749),0.752291276624 (0.00718718016037),0.891739281371 (0.00737488873488),0.965746852422 (0.00374490379316),0.983850531674 (0.00241309900412),0.406619947073 (0.00967295988725),0.42869021854 (0.00737351993009),0.35044495682 (0.00616206751571),0.317350813372 (0.00752366490353),0.210285967628 (0.00516386970478),0.158042387869 (0.00381177503023),0.143436433973 (0.00316325760013),0.132701730728 (0.000468729219016),2.56385183334 (0.0186935567386)
0.838770760367 (0.00498127441663),0.9364 (0.00153304345086),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.471952031979 (0.0142801809104),0.356947684105 (0.00845203004998),0.232527912015 (0.00620165398054),0.200127785326 (0.00612616601508),0.118470575054 (0.00345724058157),0.0860850628861 (0.00238387350147),0.0773146151131 (0.00180701927784),0.353279189162 (0.00634653641088),0.534239040545 (0.00499032496176),0.695856315926 (0.00404999177129),0.748542251984 (0.00599259691469),0.886209559516 (0.00772199565463),0.965906343342 (0.00439377396966),0.983263558215 (0.00304781721539),0.404025930381 (0.00847683241469),0.427898738874 (0.00650857387746),0.348537720954 (0.00725879570444),0.315788933188 (0.00809992295893),0.208988774727 (0.00552999635775),0.158074496826 (0.00407003507703),0.143351390976 (0.00310262012108),0.122139835358 (0.000573297977874),1.46958422661 (0.0105113244145)
0.839631434765 (0.00474127437152),0.936613333333 (0.00126694733733),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.474217188541 (0.0143780636485),0.356481172942 (0.00945177170185),0.233261123146 (0.00628950904583),0.200373283562 (0.00587799165046),0.118418772082 (0.00315689088344),0.0860050664415 (0.00215064818592),0.0773459864319 (0.0017731734305),0.354949139243 (0.00478802096001),0.533525182814 (0.00702757539345),0.698062115185 (0.00632471759965),0.749474117827 (0.00654347817876),0.885862100431 (0.0064118495638),0.965074898868 (0.00377668518257),0.983673133457 (0.00317692429256),0.405947954314 (0.007679085174),0.427334448518 (0.00800501094879),0.349638232921 (0.00748298492389),0.316177414995 (0.00774155078453),0.20889851954 (0.00500093827019),0.157928484897 (0.00364414900337),0.14340967073 (0.00303989289672),0.132061195374 (0.00147823503964),2.73093657494 (0.0528384139837)
0.839326184969 (0.00472859607433),0.936426666667 (0.00140845068545),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.469153897402 (0.0151066598745),0.356281239587 (0.00972963349045),0.232727878687 (0.0059791558318),0.199786695107 (0.00512153886833),0.118565428971 (0.00292846771745),0.0860034967452 (0.00225534294107),0.0772566462696 (0.00182423114682),0.351191987099 (0.00771254943179),0.533227147596 (0.00781229804356),0.696511167089 (0.00827231884898),0.747350465616 (0.0058020423581),0.887002296009 (0.00634641538367),0.965043974306 (0.00388838370715),0.982557102213 (0.00226242777978),0.401635414286 (0.00970859308118),0.427095504362 (0.00850196850507),0.348844517903 (0.00716629026182),0.315258070783 (0.00657929979482),0.209158439244 (0.00460316226011),0.157925440901 (0.00383620159741),0.143244249089 (0.00313406322465),0.150510787964 (0.000447461509535),0.692529582977 (0.00782633131589)
0.855925170649 (0.00365470339123),0.9351 (0.00129529061518),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=25, random_state=None)",0.466494653117 (0.0141087095109),0.354856073061 (0.0105297112745),0.233858199315 (0.00618591193443),0.20390878242 (0.00622631578272),0.122981411134 (0.0026161360503),0.0867322631671 (0.00181636616516),0.0776674668046 (0.00170562594335),0.350474742705 (0.00521924674017),0.532456135781 (0.0108682039206),0.711634052054 (0.00439881362727),0.768261943673 (0.0078081656636),0.923534316468 (0.00307837475727),0.977601805893 (0.00525492488109),0.99026606482 (0.00206770535779),0.400184572025 (0.00768531890567),0.425816962225 (0.00994886263194),0.351984547345 (0.0070535055297),0.322236971829 (0.00809435317227),0.217046895141 (0.00404682125101),0.159322926162 (0.00305585301758),0.144032473308 (0.00291671151185),0.134726381302 (0.00852491059149),4.54781179428 (0.0856552790046)
0.836426225125 (0.00314929516679),0.934673333333 (0.00134683167306),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.446331995519 (0.019798404288),0.344923007545 (0.00794780069691),0.227559130432 (0.00783311309679),0.194509744217 (0.00506135259376),0.116876253128 (0.00317106267064),0.0806142592156 (0.00480217769295),0.0733272941854 (0.00232497028164),0.337506149762 (0.0121139960866),0.528137701126 (0.0116347787745),0.7021333907 (0.0112709845043),0.760702451359 (0.0108688542),0.904494123766 (0.00515267162425),0.960165804533 (0.00474529437147),0.971003786351 (0.004723385298),0.384326268979 (0.014811948555),0.417205557234 (0.00694998650256),0.343634831605 (0.00911149224957),0.309785122604 (0.00707740655814),0.20698827981 (0.00497362162781),0.14869722945 (0.00813171394263),0.136346283396 (0.00399144865209),0.00428805351257 (0.000675399877051),0.511548423767 (0.0430315404668)
0.848240504671 (0.0032912654541),0.9352 (0.00122510770502),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=25, random_state=None)",0.444142664993 (0.0116826937132),0.339237862541 (0.0111935347226),0.22093266189 (0.00794920300984),0.193670030241 (0.00738822118479),0.121258903165 (0.00263850102295),0.0842486463592 (0.00275563037241),0.0757328436616 (0.00173065944074),0.333032380008 (0.00271032672653),0.526947853166 (0.00382592682698),0.692574944737 (0.00953444524395),0.739815165441 (0.00741590889043),0.92540837913 (0.005255509837),0.977083507979 (0.00406960858607),0.991538728288 (0.000821182668827),0.380587021592 (0.00514601443521),0.412644399717 (0.00847797912345),0.334947430354 (0.00993506235213),0.306915078602 (0.00955404845669),0.214410217994 (0.00411745154898),0.155108789658 (0.00466217277173),0.14071268719 (0.00298481854598),0.0646356582642 (0.00529425888122),4.13675866127 (0.0884369493242)
0.836700199408 (0.0034812099087),0.934866666667 (0.00104668789787),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=10, random_state=None)",0.43215510458 (0.0182944514978),0.334853234488 (0.0151150111929),0.196429651529 (0.00893993947685),0.185551369947 (0.00708315176651),0.0893635203366 (0.00437472124137),0.0704573287328 (0.0065936845452),0.0668457111921 (0.00160183871482),0.337574586938 (0.00465680406042),0.526183592348 (0.0118677212316),0.732918393172 (0.00798905431736),0.744298870136 (0.0123213711366),0.96021027986 (0.00498393660609),0.993360572012 (0.0132788559755),1.0 (0.0),0.378843265761 (0.00691835681037),0.408880534997 (0.00930267294242),0.309706917862 (0.0111076092836),0.296935200332 (0.00854738748962),0.163473735925 (0.00726853643845),0.131488282614 (0.0112576248931),0.125310446436 (0.00281553831745),0.0287425994873 (0.00211722050284),1.60232224464 (0.0400989802505)
0.851374330212 (0.00338445909182),0.935893333333 (0.00104783374423),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=100, random_state=None)",0.445110450113 (0.0119376714377),0.350991190219 (0.0107611154944),0.232225801773 (0.00684182731463),0.19709841126 (0.0058412793843),0.123577327365 (0.00277585046114),0.0867328257681 (0.00200762911347),0.0776771957127 (0.00182924052662),0.333224256415 (0.00309951389713),0.525488855766 (0.00686238969725),0.695121486858 (0.00623994994292),0.73911002932 (0.00730150195682),0.925142028197 (0.00558338236902),0.976161492281 (0.00378924747269),0.989044949302 (0.00209771474924),0.38107167638 (0.00561444752356),0.420809527616 (0.00934334330822),0.348105726287 (0.00825826606457),0.311176847771 (0.00774202055891),0.218018011254 (0.00431350114587),0.159304540591 (0.00339537177244),0.144036025147 (0.00314096669711),0.195849752426 (0.045979407446),12.7491276264 (2.57475656438)
0.851620731788 (0.00328461367815),0.935966666667 (0.00100509811572),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=200, random_state=None)",0.445303131246 (0.0119593900985),0.350902576345 (0.0102257226548),0.232004146728 (0.00652215219758),0.197514683857 (0.00554428118789),0.123560967841 (0.00282715468968),0.0869546152391 (0.0021095762641),0.0777155066289 (0.00185441300344),0.333323364443 (0.00306691475295),0.525409949463 (0.00643145191168),0.695123845664 (0.00533239718226),0.73892659601 (0.00671736084808),0.925452294544 (0.0053948872901),0.975963755604 (0.00353700036945),0.989145317999 (0.0019094183898),0.381206980831 (0.00561157295896),0.420719949602 (0.00871436686813),0.347858591724 (0.00781091130124),0.311680084209 (0.00728905502542),0.218000064425 (0.00437659345373),0.159675240403 (0.00356512257651),0.144102789455 (0.00318335017097),0.290335321426 (0.0509871911548),20.8889861584 (5.7036111091)
0.84071813126 (0.0038834340398),0.934766666667 (0.00132211951048),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.442735095882 (0.0199873745981),0.335653913056 (0.0110803877125),0.223611142643 (0.00619767961746),0.198018020078 (0.00406088948164),0.11696100459 (0.00394042276033),0.0834337108905 (0.00105027637565),0.0735229836013 (0.00354760894928),0.339546886999 (0.0060085555461),0.522054900036 (0.00587366353153),0.705503691605 (0.01557596673),0.760212124186 (0.00706396066973),0.910272828931 (0.00942934357662),0.964705748428 (0.00484610932756),0.980567007195 (0.00322374879061),0.384210914657 (0.0104652682262),0.408435580997 (0.00741177942774),0.33945479294 (0.00602060287324),0.314166962635 (0.00507608423712),0.207258358512 (0.00612491794288),0.153583829836 (0.00184015387257),0.13676774911 (0.0061384905255),0.00463418960571 (0.000643351839297),0.343038034439 (0.0177061058561)
0.83497882654 (0.00566193343171),0.93472 (0.00178146007533),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.442344274849 (0.0202483912315),0.342134183249 (0.0108731105991),0.218957335094 (0.00623255146058),0.196598868719 (0.00940384038515),0.117051219976 (0.00237687139358),0.0822351326104 (0.0019480518694),0.0747628679419 (0.00112147776521),0.350006769784 (0.010261200692),0.519405595089 (0.00960506869274),0.715082903326 (0.0151321512703),0.757373710127 (0.00625301788977),0.901894864547 (0.0115951003044),0.958180823738 (0.00597759524733),0.968762072201 (0.00682837363916),0.390397105996 (0.00780164364815),0.412452526616 (0.0097117671019),0.335133472021 (0.0063484834856),0.312062952889 (0.0121720971995),0.207191881716 (0.00355603564805),0.151463865943 (0.00330475537607),0.138810416909 (0.00193159439742),0.0036937713623 (0.000253970444756),0.291029167175 (0.0157231003248)
0.835786933368 (0.00329410397685),0.934113333333 (0.00160369018898),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=20, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.446474789282 (0.0209693435744),0.343136484914 (0.00862532271183),0.219683022166 (0.00790846226223),0.193356499174 (0.00594369056842),0.112991895785 (0.00295493199005),0.0824317619311 (0.00286817507366),0.0708773214719 (0.00264060867712),0.336974388773 (0.00992901283355),0.517252012182 (0.0073127886325),0.703675500538 (0.0111934712192),0.759278985262 (0.0111310102057),0.906652493198 (0.00900919238663),0.964147358028 (0.00376185778385),0.980283010495 (0.00419831417526),0.384023039234 (0.0139530513959),0.412509141874 (0.00710936526511),0.334747848205 (0.00930338945822),0.308153121242 (0.00737715105028),0.2009229568 (0.00462028854241),0.151862314077 (0.0048265728088),0.132183094718 (0.00457283136468),0.00447273254395 (0.000430910671941),0.328416919708 (0.0401539326268)
0.830178842891 (0.00674169528371),0.934573333333 (0.00116798021292),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=20, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.443963600518 (0.0102002327884),0.342435619723 (0.0120877551147),0.219401659528 (0.00915863799965),0.196304676996 (0.00620120796092),0.117289266541 (0.00270696321597),0.0819160798073 (0.0026453931796),0.072660565751 (0.0031743945194),0.340266308069 (0.00811178414599),0.517019788569 (0.0117862782776),0.699181445499 (0.0185338442295),0.747312346846 (0.00892094760187),0.897942474566 (0.00786269418338),0.952336592705 (0.00824917034286),0.965254020734 (0.00515920106811),0.385156522316 (0.00653596497408),0.411933295972 (0.0116727436962),0.333762587866 (0.00940380056218),0.310855811831 (0.00747215799302),0.207469166453 (0.00434005849593),0.150842809232 (0.00446734972647),0.135131033421 (0.00548704893436),0.00686812400818 (0.00340285025615),0.445408201218 (0.0309876529501)
