AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.817807091326 (0.00289581307048),0.9335 (0.0015621921919),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=5, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.444633140791 (0.0117876876525),0.338265688165 (0.00799797029227),0.223070009341 (0.00543892703172),0.189344904629 (0.00506527130387),0.114815971287 (0.00297194446357),0.085084726948 (0.00219734355025),0.076482688162 (0.00175558715573),0.333439483179 (0.0145001929867),0.506557705285 (0.00811006163446),0.671926710576 (0.0110207904492),0.711737583803 (0.00728937692211),0.861859887849 (0.00552070528419),0.955087815937 (0.00472958366292),0.978289411384 (0.00364212770148),0.381040193149 (0.0134677957386),0.405591097667 (0.00691817250037),0.334920734204 (0.00706568447007),0.299088071391 (0.006644102902),0.202623192962 (0.00466081649258),0.156242995676 (0.00373461159954),0.141867936714 (0.00300758925328),0.141140222549 (0.000669698682684),0.40665102005 (0.00345238607457)
0.826924624107 (0.00483732960829),0.934813333333 (0.0013568918732),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=10, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.459826782145 (0.0130851258598),0.348750416528 (0.00929588578429),0.22864459977 (0.005436601598),0.194739389983 (0.00558734648327),0.116249030055 (0.00295981827663),0.085436238176 (0.00225759521238),0.0770842731541 (0.00176705905143),0.344184106359 (0.00366072971221),0.52197884868 (0.00856961883616),0.684836007846 (0.00458922405139),0.72904765025 (0.00750691292662),0.870421390102 (0.00426438850225),0.958954601289 (0.0037157705724),0.980480071007 (0.00206730875),0.393633381148 (0.00650677180094),0.41807469284 (0.00828641927914),0.34279323903 (0.00622375410764),0.307346026563 (0.00740037969415),0.205092709437 (0.00464958549159),0.1568874974 (0.00384167250721),0.142925821726 (0.00302713634648),0.143234395981 (0.00103260716166),0.478537893295 (0.00380851007691)
0.841460432797 (0.00503407762367),0.936393333333 (0.00127617483999),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.469420386409 (0.0167993790939),0.355948017328 (0.0101102071638),0.233661056491 (0.00616014202996),0.201279829356 (0.00596825031379),0.118830540391 (0.00288722729488),0.0861482975053 (0.00220424631957),0.0773845916555 (0.00184832884052),0.351354577137 (0.00806544652938),0.532721550545 (0.00841646654461),0.699269861272 (0.00640058002207),0.752859237406 (0.00681643821397),0.888996473236 (0.00485832890334),0.966757474934 (0.00460702208746),0.984147275945 (0.00231347080983),0.401839342345 (0.0107339968439),0.426693755482 (0.00901136192479),0.35023901341 (0.00729563275252),0.31760739373 (0.00788010601446),0.209626411191 (0.00451814064639),0.158192546103 (0.00374449105349),0.143481071733 (0.00317808648311),0.15048699379 (0.00117501918395),0.687034988403 (0.00943109322021)
0.807755290275 (0.00210943180132),0.933913333333 (0.00164338404249),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=50, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.423999173335 (0.013172111545),0.299635656164 (0.00863689758353),0.220153409437 (0.00684917830953),0.175829694814 (0.00577051605216),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.34543093557 (0.00680427767615),0.535914445846 (0.00924279712751),0.663483203836 (0.0078506968736),0.743096053658 (0.0067202546813),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.380666246646 (0.00887440361981),0.38430987126 (0.00846600288362),0.330569027741 (0.00842699439692),0.284330353686 (0.00775185343333),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.120514583588 (0.00123883658681),0.91477394104 (0.0129283421237)
0.65112390849 (0.0261423238539),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=1, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.194901093108 (0.086685297537),0.134205807102 (0.0177928730002),0.112196046498 (0.0111334431253),0.0993733514126 (0.0152157124007),0.0863666239349 (0.00458879901572),0.0729934325194 (0.00436558598923),0.0704977012283 (0.00361228600831),0.252588878464 (0.0775451157854),0.357872374794 (0.102046115785),0.474881341744 (0.0963903013379),0.654067052713 (0.154055607996),0.801554706069 (0.0904689420803),0.957043559095 (0.0217414267453),0.976891153835 (0.0176877837226),0.203945545444 (0.0554401606883),0.190790605854 (0.018219671715),0.179534849336 (0.0140211187664),0.170159155523 (0.0190912688699),0.155641783018 (0.00685282395747),0.135584296917 (0.00736794542257),0.131467075105 (0.00612282855643),0.140114164352 (0.0013387487541),0.295894241333 (0.0047187734503)
0.819000046029 (0.00515392625331),0.933506666667 (0.00156168000706),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.442312492959 (0.00683714612439),0.33841923889 (0.00857909813906),0.223937359298 (0.00753389904356),0.191085705782 (0.00587730364716),0.115143115303 (0.00341404418694),0.0846169969884 (0.00268552547192),0.0762338325747 (0.00235714657786),0.331272119457 (0.0071777520859),0.506657829815 (0.00950772758998),0.673688855525 (0.00644195373225),0.715343820732 (0.00528672064658),0.862709081487 (0.0107888756711),0.957585916012 (0.00456032783126),0.979572359287 (0.00331586220205),0.378767982495 (0.00564964485748),0.405735318309 (0.00794545765923),0.336082489583 (0.00890398949899),0.301574519391 (0.00772938304139),0.203157078927 (0.00549437552952),0.155483106665 (0.00455820557751),0.141448991483 (0.00404955186552),0.141098499298 (0.00100314707113),0.395649003983 (0.00318987790863)
0.825915568645 (0.00509238628616),0.93458 (0.00131480459047),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=10, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.465229483052 (0.0125562158398),0.346551149617 (0.00830519297817),0.227060872731 (0.00707005341021),0.194013147212 (0.00545895650236),0.115902344855 (0.00313370538428),0.0854644944555 (0.0022577739159),0.077073183425 (0.00187886845342),0.34831348665 (0.0055133242238),0.518675111364 (0.00489099152507),0.679851328131 (0.00807558272291),0.726053811203 (0.00587330480649),0.867204402763 (0.00668128038859),0.959844983124 (0.00443642294928),0.980545517334 (0.00276940941635),0.398313407205 (0.00707301599102),0.415434722967 (0.00646449204505),0.340387039249 (0.00869911809516),0.306174994452 (0.00715084315096),0.204464091464 (0.00497685824906),0.156947188915 (0.00384683038506),0.142907497288 (0.00323648098238),0.143472146988 (0.000407294985439),0.478298997879 (0.00848740700629)
0.838025698305 (0.00450060674767),0.936486666667 (0.00128003472175),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.470486342438 (0.0133470827109),0.354215261579 (0.00804992151639),0.232227962006 (0.0056839253934),0.199466737768 (0.00518897308008),0.118370904745 (0.00338473957902),0.0860761743922 (0.00219662720696),0.0773266820003 (0.00174840519672),0.352199875726 (0.00624397926605),0.53018164971 (0.00680477907941),0.694999781726 (0.00434186764038),0.746134683577 (0.00420933434064),0.88553451771 (0.00854042250279),0.965856649019 (0.00291908290385),0.983480488659 (0.0030286217318),0.402782496253 (0.00789740986066),0.424633518157 (0.00652226012087),0.348093249095 (0.00651732484951),0.314751558894 (0.00664477916531),0.208814906782 (0.00541317170533),0.158058847999 (0.00372667998806),0.143374435175 (0.00299346203259),0.151126003265 (0.000323228266409),0.806912326813 (0.00727032956885)
0.798927027469 (0.00383070301974),0.932153333333 (0.000667199786837),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.393412541977 (0.0164136249964),0.309884287827 (0.00737350986123),0.216902672757 (0.00587799097425),0.181379810761 (0.00513865879423),0.0953391857058 (0.024089998164),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.32980745215 (0.0107435327047),0.480158350562 (0.0223970414491),0.64918741545 (0.00556883687927),0.722088657847 (0.00312481828296),0.91277433927 (0.0714061331694),1.0 (0.0),1.0 (0.0),0.35846826192 (0.00743892672136),0.376361173065 (0.00687294042397),0.325127969367 (0.00698453045066),0.28990259587 (0.00676780126312),0.171059554051 (0.0387840450318),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.13227853775 (0.0039595909041),1.01665697098 (0.0388156174407)
0.684811408231 (0.0460131283544),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=1, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.231242774969 (0.0967778099427),0.140148475246 (0.051521460268),0.113611212628 (0.028378294857),0.104145244314 (0.0262709005187),0.089852856095 (0.00786003438558),0.0761687323637 (0.00516844024339),0.0700508131371 (0.00414693977913),0.250924358227 (0.0846296027886),0.460036487478 (0.240016645975),0.579815748712 (0.214419125708),0.717367220209 (0.207321603068),0.832638552431 (0.093489767135),0.951645998451 (0.0299501034768),0.986263259858 (0.0145310420729),0.223104008678 (0.0647056933529),0.198469030523 (0.0506385230544),0.183767544414 (0.0356413446792),0.177120076191 (0.0351553036575),0.161764322121 (0.0120132524702),0.14097257265 (0.00874377066738),0.130766982881 (0.00708943258607),0.139595174789 (0.000980856475401),0.277936410904 (0.00648962258004)
0.819705216346 (0.00934317276659),0.933533333333 (0.00151334801755),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.447946970986 (0.0270899077243),0.339482890112 (0.0109601050315),0.223839412542 (0.00678809307374),0.191008632744 (0.00642448804182),0.114519271431 (0.00320469910318),0.0847432288528 (0.00264658113732),0.076077188097 (0.00141309903208),0.335410984548 (0.0165482556278),0.509259686839 (0.0139797825482),0.676436055866 (0.0172194688554),0.71915036804 (0.0172106362288),0.862016721322 (0.00993341842119),0.956697925216 (0.00723663615153),0.97961389228 (0.00388894527688),0.383541028567 (0.0203625319099),0.407339454883 (0.011524188141),0.336338181736 (0.00924194861003),0.301817855056 (0.00916135903061),0.202164206594 (0.00508692690738),0.155684598773 (0.00449475046831),0.141185890279 (0.00242494958496),0.140895223618 (0.000920207293616),0.403467082977 (0.00523511661648)
0.82751906981 (0.00584701121232),0.935026666667 (0.00127565233857),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=10, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.463166139407 (0.0165241775536),0.346128883088 (0.0114823212106),0.228154543386 (0.00694976103811),0.19523812318 (0.00656284850208),0.116465123629 (0.00311355745675),0.0855912370878 (0.00231562699594),0.0770587899873 (0.00189239534016),0.346734858908 (0.0063666051049),0.517976669166 (0.00778806559695),0.682732732119 (0.00624341757241),0.730576134993 (0.00979626591629),0.871594325563 (0.0047885915648),0.960734584279 (0.0048231038093),0.980041811998 (0.00238393543346),0.396527172309 (0.00975223622694),0.414906859869 (0.0102666513899),0.34197796825 (0.00844454177156),0.308100614258 (0.00887757772323),0.205461510988 (0.00491912130105),0.15717276589 (0.00395134656171),0.142877402331 (0.00326098666468),0.143684148788 (0.000387912259597),0.477630615234 (0.00651369308061)
0.839555922613 (0.00473507685651),0.9362 (0.0016556972348),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=20, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.470420784723 (0.0131727465268),0.354548483839 (0.00910617850178),0.232986710368 (0.00678799382051),0.200133315558 (0.00507398382965),0.118645423638 (0.00289022059165),0.0859080342249 (0.00226781461007),0.0773187692057 (0.00186572006481),0.352223819782 (0.00734871259452),0.530624920093 (0.00525916462054),0.697216804307 (0.0058865919885),0.748637359851 (0.00348039009933),0.887619847884 (0.00771331706984),0.964048648186 (0.00444772388013),0.983342466551 (0.00238038125075),0.402774987096 (0.0085398081792),0.425015158073 (0.0072983827169),0.349223985074 (0.00817138961262),0.315804175168 (0.00644259116939),0.209300080879 (0.00454928781485),0.157751085009 (0.00385852471939),0.143359387294 (0.00321140728439),0.150846195221 (0.000160660259063),0.687861394882 (0.00961340267687)
0.810761082593 (0.00340685377902),0.934873333333 (0.00096641376002),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.428605712588 (0.0170661818616),0.300229445751 (0.0069430164067),0.22194441952 (0.00625435645888),0.177604832132 (0.00601780160717),0.0864825888375 (0.0250780428592),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.345180349893 (0.00629823800622),0.537355019551 (0.00344630481953),0.66598214015 (0.00410104945621),0.745985038446 (0.00427819521557),0.944962216564 (0.0674619325003),1.0 (0.0),1.0 (0.0),0.382294852878 (0.00959057960546),0.385171935752 (0.00565194567651),0.33288670743 (0.0071677382392),0.28685301294 (0.00791422408775),0.156843647188 (0.0404282861442),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.12067360878 (0.000545349287366),0.903827047348 (0.00953611184009)
0.687279820854 (0.06824959297),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=1, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.218483782991 (0.12131639524),0.180179385597 (0.0746208778175),0.135770788128 (0.0458591478044),0.123500973337 (0.0389025098987),0.0876512069053 (0.0036767822131),0.0767731273213 (0.00527372881906),0.0702630545571 (0.0029003642758),0.310944292052 (0.0302158807163),0.371240982987 (0.0754152921371),0.568316767309 (0.204934610615),0.673444288165 (0.139801897328),0.813096595821 (0.0897611057165),0.941100088661 (0.0423306650975),0.979638752908 (0.0167290860253),0.236571396444 (0.0801287739498),0.239317587929 (0.0828201519725),0.213225895688 (0.065711064928),0.204574589011 (0.0546542179912),0.157996731707 (0.00548099314523),0.141871829538 (0.00885199455899),0.131097383167 (0.00493228355872),0.140166378021 (0.000882305203558),0.296492242813 (0.00608895872532)
0.820305150828 (0.00455211293957),0.933546666667 (0.00152746703911),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.455707646301 (0.0143299732587),0.342334609784 (0.00857719401363),0.223772747634 (0.00494952512524),0.190741574481 (0.00553830696576),0.114835772073 (0.00317076854308),0.083783784229 (0.00191675969216),0.0765494654384 (0.00194617831738),0.341193881498 (0.0059489396562),0.513200470227 (0.00753362095809),0.675660433003 (0.00351642307323),0.715984506562 (0.00450226585515),0.861626614766 (0.00928654234009),0.958364349211 (0.00555099981565),0.97812519177 (0.00201741165536),0.390168164834 (0.0083817310766),0.410653709221 (0.00754663081872),0.336163002751 (0.00550652257691),0.301199822722 (0.00715769551602),0.202648521693 (0.00505924367614),0.15408995661 (0.00325218335953),0.141981278925 (0.00336328822256),0.140806531906 (0.000841766843987),0.394448041916 (0.00660152207534)
0.826613967914 (0.00464277118376),0.93472 (0.00149808766989),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=10, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.466089273817 (0.0140103285043),0.346993684761 (0.0114558013831),0.227139592252 (0.00659339333593),0.195501087097 (0.00580798603344),0.116002756078 (0.00291725999633),0.0853733511351 (0.00226120669585),0.076972969779 (0.00195676501537),0.348856028206 (0.00381790051705),0.519281394032 (0.00839792727718),0.679790376048 (0.0079271853528),0.731412170939 (0.00565835884505),0.868620801008 (0.00463533957048),0.958558218379 (0.00463771026656),0.979529851532 (0.00321724949527),0.398983953529 (0.0070824460321),0.415947451177 (0.0103619185257),0.340468348329 (0.00803749005702),0.308503422721 (0.00763210063606),0.204659944977 (0.00458956053922),0.156776172065 (0.00385084867465),0.142724331424 (0.00337953301118),0.143173360825 (0.000200014494294),0.487784957886 (0.0168521337433)
0.837932715972 (0.0052534541026),0.936193333333 (0.0014390428918),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=20, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.471019320453 (0.0159726761929),0.355214928357 (0.00986472968226),0.231294784203 (0.0059804560723),0.19936659512 (0.00512375804956),0.118595926404 (0.0028838563107),0.0858961839718 (0.00218232246275),0.0773199685707 (0.00176801976198),0.352531848053 (0.00589526505993),0.531596025924 (0.00562355502973),0.692192508763 (0.00563130162797),0.745970804424 (0.00745121614249),0.887324212616 (0.0079818346033),0.96387321465 (0.00461044875475),0.983375495173 (0.00339716780954),0.403195110934 (0.00914120668489),0.425805631415 (0.0081613261167),0.346692681238 (0.00701719824178),0.314611654419 (0.0066392019148),0.209214827114 (0.00454069282341),0.157728791164 (0.00370357466958),0.143361795964 (0.00303076912354),0.150770282745 (0.000678152713453),0.811646699905 (0.00553579527473)
0.801005126657 (0.00398861730486),0.932053333333 (0.00212064979559),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.399888935364 (0.0122611805748),0.313806204851 (0.00956481329651),0.217996092928 (0.00584378944834),0.182421015855 (0.00606955679584),0.0949892142932 (0.0232507528053),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.336640546937 (0.0104954774273),0.486320416741 (0.0201069193932),0.652666869857 (0.00326995655659),0.722949768858 (0.00313216420677),0.910717830281 (0.0729528505148),1.0 (0.0),1.0 (0.0),0.365367738289 (0.0079907151083),0.381107496924 (0.00604183712896),0.326792988882 (0.00682951567813),0.291291181238 (0.00800100289464),0.170515326962 (0.0373623413629),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.13049621582 (0.000477193923047),0.990702056885 (0.00420928427627)
0.702161444073 (0.040313247765),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=1, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.3077146718 (0.11290721),0.211958773254 (0.0653901375448),0.128053646416 (0.0222292240262),0.127923672983 (0.0225859087996),0.0954643934555 (0.00580831844568),0.0763800514539 (0.00437285610331),0.0709018000518 (0.00209495128796),0.315631305371 (0.0370221916476),0.398890491169 (0.0466992943831),0.54461225178 (0.116527545905),0.56567620191 (0.0881929688434),0.75914966443 (0.0320110442226),0.943865984601 (0.0305673162123),0.98150803757 (0.013770261833),0.298516227854 (0.0776657229736),0.273313121357 (0.0675873929341),0.205188148324 (0.032825336786),0.207159678237 (0.0318888320787),0.169540291122 (0.00955130359071),0.141247179486 (0.00718421884369),0.132235125967 (0.00354193896942),0.152432203293 (0.00140064680488),0.430847072601 (0.0440841046419)
0.822191949415 (0.00679514945788),0.93352 (0.00157559159965),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=5, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.455504840744 (0.0199472091189),0.344703724577 (0.0129822479946),0.227039794731 (0.00691385781959),0.192440576765 (0.00670019390659),0.115410265772 (0.00344939197235),0.0849373272716 (0.00214811662074),0.0768215279424 (0.00198677161347),0.340953079016 (0.00723825439143),0.515804258092 (0.00823038716465),0.679668937979 (0.00826367119989),0.723492319369 (0.00923789658827),0.863457158826 (0.00847218043715),0.956734251163 (0.0058237451715),0.977625823067 (0.00186225684833),0.3899383228 (0.0119907018712),0.413186878197 (0.0118042872396),0.340340423288 (0.00849700100588),0.303984543225 (0.00906441826689),0.203594247811 (0.0055392740264),0.156017878657 (0.00368214420351),0.142443652018 (0.00343142399095),0.155951309204 (0.000266709622284),0.627275371552 (0.00510002849087)
0.827896533529 (0.00534039584588),0.935226666667 (0.00139002797734),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=10, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.466823715393 (0.0153652414625),0.34668443852 (0.00964527356421),0.22776203966 (0.00595756767378),0.195062393541 (0.00469389974578),0.11612079991 (0.00309218907199),0.0854647525223 (0.00209762900229),0.0770556939976 (0.00177923245278),0.349441420895 (0.00534427793668),0.518862371205 (0.00806849989927),0.681631307958 (0.00722857724735),0.730420389264 (0.00496325981201),0.868717473196 (0.00755056845874),0.959298096514 (0.00431142080825),0.980176621654 (0.00284648769576),0.399636560344 (0.00856494051185),0.415590422271 (0.00853281905603),0.341398726275 (0.00709881913363),0.307869859619 (0.00594127810829),0.204846061782 (0.0049100975866),0.156940304302 (0.00355388745011),0.142873527492 (0.00305194348211),0.159429359436 (0.000287231893588),0.864579820633 (0.059183271523)
0.841420247308 (0.00491323855637),0.93652 (0.0017964904057),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.476615589607 (0.0115516145512),0.358147284239 (0.00808680376521),0.233294450925 (0.0054099926948),0.20101319824 (0.00576157699132),0.11900539964 (0.00318514303587),0.0859535785486 (0.00223246112121),0.0773296764707 (0.00188299556999),0.356781073432 (0.00269261304423),0.536065838011 (0.00663959114444),0.698245263565 (0.00794806302829),0.751889730457 (0.00730533618825),0.890248179978 (0.00652701260187),0.964547503854 (0.0029972567798),0.983437705647 (0.00223542976122),0.408024977362 (0.00487867973863),0.429346905329 (0.00648160288574),0.349698597345 (0.00632805038363),0.317189095124 (0.00758702351261),0.209933310646 (0.00504877018539),0.157834662511 (0.00379323787913),0.143379135922 (0.0032424075681),0.121401548386 (0.000840373267587),1.34863481522 (0.0137686463233)
0.826354613326 (0.00442659455165),0.935293333333 (0.00101596150408),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=50, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.440946145867 (0.0131780022221),0.329441262818 (0.00875686273606),0.218826012116 (0.00727177601766),0.194783218124 (0.00629299004352),0.108727355825 (0.00333128886322),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.33467286968 (0.00573463929946),0.510632679449 (0.0138787547192),0.695777410802 (0.00575295781185),0.737696474319 (0.0062786367941),0.907452787364 (0.00605540308306),1.0 (0.0),1.0 (0.0),0.380477842865 (0.00777903303367),0.400289861624 (0.00582074607525),0.332878094433 (0.00863568309762),0.30813952069 (0.00801413989849),0.19417097316 (0.00534097970016),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.126083612442 (0.00719742265227),1.68181600571 (0.0571400053631)
0.719582736618 (0.0615496090495),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=1, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.289404948439 (0.116716045057),0.205932485605 (0.0750476954829),0.159997655122 (0.0444159067626),0.136467076146 (0.0314833350781),0.0996264667869 (0.0106092429856),0.0788509954834 (0.00547851533788),0.0706757699091 (0.00352144412103),0.241025261965 (0.0738723651839),0.363373769927 (0.103022971041),0.495534152472 (0.108687785652),0.576039623511 (0.116026401865),0.778142495059 (0.0583780049606),0.936574301115 (0.0211076152645),0.973610456048 (0.0229931470544),0.262228824133 (0.0920103454343),0.260063953701 (0.0822185612367),0.241714875882 (0.0637287981289),0.219963987703 (0.0478412438345),0.176614789443 (0.0181577317841),0.14542231827 (0.00948736249265),0.131744724705 (0.00598313041618),0.153825616837 (0.000754503951246),0.447395849228 (0.0413879165858)
